"type","org","plugindetails","pluginname"
"DragAndDrop","Core","{""id"": ""11"", ""name"": ""Standard Scaler"", ""alias"": ""Standard Scaler"", ""formats"": {""withStd"": ""text"", ""inputCol"": ""text"", ""withMean"": ""text"", ""outputCol"": ""text""}, ""category"": ""TransformerConfig"", ""classname"": ""StandardScalerTransformerConfig"", ""attributes"": {""withStd"": """", ""inputCol"": """", ""withMean"": """", ""outputCol"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-11"
"DragAndDrop","Core","{""id"": ""12"", ""name"": ""PCA"", ""alias"": ""PCA"", ""formats"": {""K"": ""text"", ""inputCol"": ""text"", ""outputCol"": ""text""}, ""category"": ""TransformerConfig"", ""classname"": ""PCATransformerConfig"", ""attributes"": {""K"": """", ""inputCol"": """", ""outputCol"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-12"
"DragAndDrop","Core","{""id"": ""13"", ""name"": ""K Means"", ""alias"": ""K Means"", ""formats"": {""K"": ""text"", ""inputCol"": ""text"", ""outputCol"": ""text""}, ""category"": ""TransformerConfig"", ""classname"": ""KMeansTransformerConfig"", ""attributes"": {""K"": """", ""inputCol"": """", ""outputCol"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-13"
"DragAndDrop","Core","{""id"": ""14"", ""name"": ""LDA"", ""alias"": ""LDA"", ""formats"": {""K"": ""text"", ""inputCol"": ""text"", ""checkpointInterval"": ""text""}, ""category"": ""TransformerConfig"", ""classname"": ""LDAConfig"", ""attributes"": {""K"": """", ""inputCol"": """", ""checkpointInterval"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-14"
"DragAndDrop","Core","{""id"": ""15"", ""name"": ""Model Sink"", ""alias"": ""Model Sink"", ""formats"": {""modelName"": ""text""}, ""category"": ""BaseConfig"", ""classname"": ""ModelSinkConfig"", ""attributes"": {""modelName"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-15"
"DragAndDrop","Core","{""id"": ""16"", ""name"": ""Model Source"", ""alias"": ""Model Source"", ""formats"": {""modelName"": ""text""}, ""category"": ""BaseConfig"", ""classname"": ""ModelSourceConfig"", ""attributes"": {""modelName"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-16"
"DragAndDrop","Core","{""id"": ""17"", ""name"": ""Post Processing Script"", ""alias"": ""Post Processing Script"", ""formats"": {""params"": ""textarea"", ""script"": ""textarea""}, ""category"": ""BaseConfig"", ""classname"": ""PostProcessingScriptConfig"", ""attributes"": {""params"": """", ""script"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out"", ""out2""]}","DragAndDrop-17"
"DragAndDrop","Core","{""id"": ""18"", ""name"": ""Pre Processing Script"", ""alias"": ""Pre Processing Script"", ""formats"": {""params"": ""textarea"", ""script"": ""textarea""}, ""category"": ""BaseConfig"", ""classname"": ""PreProcessingScriptConfig"", ""attributes"": {""params"": """", ""script"": """"}, ""inputEndpoints"": [""dataset1"", ""dataset2"", ""dataset3""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-18"
"DragAndDrop","Core","{""id"": ""19"", ""name"": ""Random Forest Classifier"", ""alias"": ""Random Forest Classifier"", ""formats"": {""labelCol"": ""text"", ""numTrees"": ""text"", ""featuresCol"": ""text""}, ""category"": ""AnalyzerConfig"", ""classname"": ""RandomForestClassifierConfig"", ""attributes"": {""labelCol"": """", ""numTrees"": """", ""featuresCol"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-19"
"DragAndDrop","Core","{""id"": ""20"", ""name"": ""Stop Words Remover"", ""alias"": ""Stop Words Remover"", ""formats"": {""inputCol"": ""text"", ""outputCol"": ""text"", ""stopWords"": ""text""}, ""category"": ""TransformerConfig"", ""classname"": ""StopWordsRemoverTransformerConfig"", ""attributes"": {""inputCol"": """", ""outputCol"": """", ""stopWords"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-20"
"DragAndDrop","Core","{""id"": ""21"", ""name"": ""N Gram"", ""alias"": ""N Gram"", ""formats"": {""n"": ""text"", ""inputCol"": ""text"", ""outputCol"": ""text""}, ""category"": ""TransformerConfig"", ""classname"": ""NgramTransformerConfig"", ""attributes"": {""n"": """", ""inputCol"": """", ""outputCol"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-21"
"DragAndDrop","Core","{""id"": ""22"", ""name"": ""Discrete Cosine Transform"", ""alias"": ""Discrete Cosine Transform"", ""formats"": {""inverse"": ""text"", ""inputCol"": ""text"", ""outputCol"": ""text""}, ""category"": ""TransformerConfig"", ""classname"": ""DiscreteCosineTransformTransformerConfig"", ""attributes"": {""inverse"": """", ""inputCol"": """", ""outputCol"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-22"
"DragAndDrop","Core","{""id"": ""23"", ""name"": ""String Indexer"", ""alias"": ""String Indexer"", ""formats"": {""inputCols"": ""text"", ""outputCols"": ""text""}, ""category"": ""TransformerConfig"", ""classname"": ""StringIndexerTransformerConfig"", ""attributes"": {""inputCols"": """", ""outputCols"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-23"
"DragAndDrop","Core","{""id"": ""24"", ""name"": ""Normalizer"", ""alias"": ""Normalizer"", ""formats"": {""p"": ""text"", ""inputCol"": ""text"", ""outputCol"": ""text""}, ""category"": ""TransformerConfig"", ""classname"": ""NormalizerTransformerConfig"", ""attributes"": {""p"": """", ""inputCol"": """", ""outputCol"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-24"
"DragAndDrop","Core","{""id"": ""25"", ""name"": ""Min Max Scaler"", ""alias"": ""Min Max Scaler"", ""formats"": {""inputCol"": ""text"", ""outputCol"": ""text""}, ""category"": ""TransformerConfig"", ""classname"": ""MinMaxScalerTransformerConfig"", ""attributes"": {""inputCol"": """", ""outputCol"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-25"
"DragAndDrop","Core","{""id"": ""26"", ""name"": ""SQL Transformer"", ""alias"": ""SQL Transformer"", ""formats"": {""statement"": ""text""}, ""category"": ""TransformerConfig"", ""classname"": ""SQLTransformerConfig"", ""attributes"": {""statement"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-26"
"DragAndDrop","Core","{""id"": ""27"", ""name"": ""Anomoly Detection"", ""alias"": ""Anomoly Detection"", ""formats"": {""inputCols"": ""text""}, ""category"": ""DomainSolutionConfig"", ""classname"": ""AnomolyDetectionConfig"", ""attributes"": {""inputCols"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-27"
"DragAndDrop","Core","{""id"": ""28"", ""name"": ""ARIMA"", ""alias"": ""ARIMA"", ""formats"": {""inputCols"": ""text"", ""seasonality"": ""text"", ""predictionCount"": ""text""}, ""category"": ""DomainSolutionConfig"", ""classname"": ""ARIMAModelConfig"", ""attributes"": {""inputCol"": """", ""seasonality"": """", ""predictionCount"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-28"
"DragAndDrop","Core","{""id"": ""29"", ""name"": ""ARIMA Grouped"", ""alias"": ""ARIMA Grouped"", ""formats"": {""groupCol"": ""text"", ""inputCols"": ""text"", ""predictionCount"": ""text""}, ""category"": ""DomainSolutionConfig"", ""classname"": ""ARIMAGroupedConfig"", ""attributes"": {""groupCol"": """", ""inputCol"": """", ""predictionCount"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-29"
"DragAndDrop","Core","{""id"": ""30"", ""name"": ""Clean Tickets"", ""alias"": ""Clean Tickets"", ""formats"": {""inputCols"": ""text"", ""outputCol"": ""text"", ""ambiguousWords"": ""text""}, ""category"": ""DomainSolutionConfig"", ""classname"": ""CleanTicketsConfig"", ""attributes"": {""inputCols"": """", ""outputCol"": ""clean_text"", ""ambiguousWords"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-30"
"DragAndDrop","Core","{""id"": ""31"", ""name"": ""Incident Clustering"", ""alias"": ""Incident Clustering"", ""formats"": {""vocabSize"": ""text"", ""TextColumn"": ""text"", ""saveModels"": ""checkbox"", ""ClusterCount"": ""text"", ""GroupByColumn"": ""text"", ""UniqueIdColumn"": ""text"", ""customStopWords"": ""text"", ""checkPointInterval"": ""text""}, ""category"": ""DomainSolutionConfig"", ""classname"": ""IncidentClusteringLDAConfig"", ""attributes"": {""vocabSize"": """", ""TextColumn"": """", ""saveModels"": """", ""ClusterCount"": """", ""GroupByColumn"": """", ""UniqueIdColumn"": """", ""customStopWords"": """", ""checkPointInterval"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""topics"", ""out""]}","DragAndDrop-31"
"DragAndDrop","Core","{""id"": ""32"", ""name"": ""Phishing Detection"", ""alias"": ""Phishing Detection"", ""formats"": {""inputCols"": ""text""}, ""category"": ""DomainSolutionConfig"", ""classname"": ""PhishingDetectionConfig"", ""attributes"": {""inputCols"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-32"
"DragAndDrop","Core","{""id"": ""33"", ""name"": ""Feature Selection"", ""alias"": ""Feature Selection"", ""formats"": {""labelCol"": ""text"", ""inputCols"": ""text""}, ""category"": ""DomainSolutionConfig"", ""classname"": ""FeatureSelectionConfig"", ""attributes"": {""labelCol"": """", ""inputCols"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-33"
"DragAndDrop","Core","{""id"": ""34"", ""name"": ""Regression"", ""alias"": ""Regression"", ""formats"": {""labelCol"": ""text"", ""inputCols"": ""text"", ""modelName"": ""text""}, ""category"": ""DomainSolutionConfig"", ""classname"": ""RegressionConfig"", ""attributes"": {""labelCol"": """", ""inputCols"": """", ""modelName"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-34"
"DragAndDrop","Core","{""id"": ""35"", ""name"": ""Classification"", ""alias"": ""Classification"", ""formats"": {""labelCol"": ""text"", ""inputCols"": ""text"", ""modelName"": ""text""}, ""category"": ""DomainSolutionConfig"", ""classname"": ""ClassificationConfig"", ""attributes"": {""labelCol"": """", ""inputCols"": """", ""modelName"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-35"
"DragAndDrop","Core","{""id"": ""36"", ""name"": ""Logistic Regression"", ""alias"": ""Logistic Regression"", ""formats"": {""labelCol"": ""text"", ""featuresCol"": ""text""}, ""category"": ""AnalyzerConfig"", ""classname"": ""LogisticRegressionConfig"", ""attributes"": {""labelCol"": """", ""featuresCol"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-36"
"DragAndDrop","Core","{""id"": ""37"", ""name"": ""Decision Tree Classifier"", ""alias"": ""Decision Tree Classifier"", ""formats"": {""labelCol"": ""text"", ""featuresCol"": ""text""}, ""category"": ""AnalyzerConfig"", ""classname"": ""DecisionTreeClassifierConfig"", ""attributes"": {""labelCol"": """", ""featuresCol"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-37"
"DragAndDrop","Core","{""id"": ""38"", ""name"": ""GBT Classifier"", ""alias"": ""GBT Classifier"", ""formats"": {""maxIter"": ""text"", ""labelCol"": ""text"", ""featuresCol"": ""text""}, ""category"": ""AnalyzerConfig"", ""classname"": ""GBTClassifierConfig"", ""attributes"": {""maxIter"": """", ""labelCol"": """", ""featuresCol"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-38"
"DragAndDrop","Core","{""id"": ""39"", ""name"": ""Linear SVC"", ""alias"": ""Linear SVC"", ""formats"": {""maxIter"": ""text"", ""labelCol"": ""text"", ""regParam"": ""text"", ""featuresCol"": ""text""}, ""category"": ""AnalyzerConfig"", ""classname"": ""LinearSVCConfig"", ""attributes"": {""maxIter"": """", ""labelCol"": """", ""regParam"": """", ""featuresCol"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-39"
"DragAndDrop","Core","{""id"": ""40"", ""name"": ""Linear Regression"", ""alias"": ""Linear Regression"", ""formats"": {""maxIter"": ""text"", ""labelCol"": ""text"", ""regParam"": ""text"", ""featuresCol"": ""text"", ""elasticNetParam"": ""text""}, ""category"": ""AnalyzerConfig"", ""classname"": ""LinearRegressionConfig"", ""attributes"": {""maxIter"": """", ""labelCol"": """", ""regParam"": """", ""featuresCol"": """", ""elasticNetParam"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-40"
"DragAndDrop","Core","{""id"": ""41"", ""name"": ""Random Forest Regressor"", ""alias"": ""Random Forest Regressor"", ""formats"": {""labelCol"": ""text"", ""featuresCol"": ""text""}, ""category"": ""AnalyzerConfig"", ""classname"": ""RandomForestRegressorConfig"", ""attributes"": {""labelCol"": """", ""featuresCol"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-41"
"DragAndDrop","Core","{""id"": ""42"", ""name"": ""Dataset Extractor"", ""alias"": ""Dataset Dataset"", ""formats"": {""dataset"": ""dropdown"", ""applySchema"": ""checkbox"", ""isValidation"": ""checkbox"", ""samplingRatio"": ""text""}, ""category"": ""ExtractorConfig"", ""classname"": ""DatasetExtractorConfig"", ""attributes"": {""dataset"": """", ""applySchema"": false, ""isValidation"": """", ""samplingRatio"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-42"
"DragAndDrop","Core","{""id"": ""43"", ""name"": ""Word2Vec"", ""alias"": ""Word2Vec"", ""formats"": {""seed"": ""text"", ""inputCol"": ""text"", ""outputCol"": ""text""}, ""category"": ""FeatureExtractorConfig"", ""classname"": ""Word2VecFeatureExtractorConfig"", ""attributes"": {""seed"": """", ""inputCol"": """", ""outputCol"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-43"
"DragAndDrop","Core","{""id"": ""44"", ""name"": ""FeatureHasher"", ""alias"": ""FeatureHasher"", ""formats"": {""inputCols"": ""text"", ""outputCol"": ""text"", ""categoricalCols"": ""text""}, ""category"": ""FeatureExtractorConfig"", ""classname"": ""FeatureHasherFeatureExtractorConfig"", ""attributes"": {""inputCols"": """", ""outputCol"": """", ""categoricalCols"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-44"
"DragAndDrop","Core","{""id"": ""45"", ""name"": ""Binarizer"", ""alias"": ""Binarizer"", ""formats"": {""inputCol"": ""text"", ""outputCol"": ""text""}, ""category"": ""TransformerConfig"", ""classname"": ""BinarizerTransformerConfig"", ""attributes"": {""inputCol"": """", ""outputCol"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-45"
"DragAndDrop","Core","{""id"": ""46"", ""name"": ""PolynomialExpansion"", ""alias"": ""PolynomialExpansion"", ""formats"": {""inputCol"": ""text"", ""outputCol"": ""text""}, ""category"": ""TransformerConfig"", ""classname"": ""PolynomialExpansionConfig"", ""attributes"": {""inputCol"": """", ""outputCol"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-46"
"DragAndDrop","Core","{""id"": ""47"", ""name"": ""IndexToString"", ""alias"": ""IndexToString"", ""formats"": {""labels"": ""text"", ""inputCol"": ""text"", ""outputCol"": ""text""}, ""category"": ""TransformerConfig"", ""classname"": ""IndexToStringTransformerConfig"", ""attributes"": {""labels"": """", ""inputCol"": """", ""outputCol"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-47"
"DragAndDrop","Core","{""id"": ""48"", ""name"": ""OneHotEncoderEstimator"", ""alias"": ""OneHotEncoderEstimator"", ""formats"": {""inputCols"": ""text"", ""outputCols"": ""text""}, ""category"": ""TransformerConfig"", ""classname"": ""OneHotEncoderEstimatorTransformerConfig"", ""attributes"": {""inputCols"": """", ""outputCols"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-48"
"DragAndDrop","Core","{""id"": ""49"", ""name"": ""VectorIndexer"", ""alias"": ""VectorIndexer"", ""formats"": {""inputCol"": ""text"", ""outputCol"": ""text""}, ""category"": ""TransformerConfig"", ""classname"": ""VectorIndexerTransformerConfig"", ""attributes"": {""inputCol"": """", ""outputCol"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-49"
"DragAndDrop","Core","{""id"": ""50"", ""name"": ""MaxAbsScaler"", ""alias"": ""MaxAbsScaler"", ""formats"": {""inputCol"": ""text"", ""outputCol"": ""text""}, ""category"": ""TransformerConfig"", ""classname"": ""MaxAbsScalerTransformerConfig"", ""attributes"": {""inputCol"": """", ""outputCol"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-50"
"DragAndDrop","Core","{""id"": ""51"", ""name"": ""Bucketizer"", ""alias"": ""Bucketizer"", ""formats"": {""splits"": ""text"", ""inputCol"": ""text"", ""outputCol"": ""text""}, ""category"": ""TransformerConfig"", ""classname"": ""BucketizerTransformerConfig"", ""attributes"": {""splits"": """", ""inputCol"": """", ""outputCol"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-51"
"DragAndDrop","Core","{""id"": ""52"", ""name"": ""ElementWiseProduct"", ""alias"": ""ElementWiseProduct"", ""formats"": {""inputCol"": ""text"", ""outputCol"": ""text"", ""scalingVec"": ""text""}, ""category"": ""TransformerConfig"", ""classname"": ""ElementWiseProductTransformerConfig"", ""attributes"": {""inputCol"": """", ""outputCol"": """", ""scalingVec"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-52"
"DragAndDrop","Core","{""id"": ""53"", ""name"": ""VectorSizeHint"", ""alias"": ""VectorSizeHint"", ""formats"": {""size"": ""text"", ""inputCol"": ""text""}, ""category"": ""TransformerConfig"", ""classname"": ""VectorSizeHintTransformerConfig"", ""attributes"": {""size"": """", ""inputCol"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-53"
"DragAndDrop","Core","{""id"": ""54"", ""name"": ""Dataset Loader"", ""alias"": ""Dataset Loader"", ""formats"": {""dataset"": ""dropdown"", ""applySchema"": ""checkbox""}, ""category"": ""LoaderConfig"", ""classname"": ""DatasetLoaderConfig"", ""attributes"": {""dataset"": """", ""applySchema"": false}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-54"
"DragAndDrop","Core","{""id"": ""55"", ""name"": ""Hive Extractor"", ""alias"": ""Hive Extractor"", ""formats"": {""query"": ""text""}, ""category"": ""ExtractorConfig"", ""classname"": ""HiveExtractorConfig"", ""attributes"": {""query"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-55"
"DragAndDrop","Core","{""id"": ""56"", ""name"": ""Hive Loader"", ""alias"": ""Hive Loader"", ""formats"": {""tableName"": ""text"", ""writeMode"": ""text""}, ""category"": ""LoaderConfig"", ""classname"": ""HiveLoaderConfig"", ""attributes"": {""tableName"": """", ""writeMode"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-56"
"DragAndDrop","Core","{""id"": ""57"", ""name"": ""XYZ_test"", ""alias"": ""XYZ_test"", ""formats"": {""id"": ""text"", ""arguments"": ""text""}, ""category"": ""TransformerConfig"", ""classname"": ""XYZ_test"", ""attributes"": {""id"": """", ""arguments"": """"}, ""inputEndpoints"": [""in""], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragAndDrop-57"
"DragNDropLite","Core","{""id"": 1, ""name"": ""Dataset Extractor"", ""alias"": ""Dataset Dataset"", ""formats"": {""dataset"": [""dropdown""]}, ""category"": ""ExtractorConfig"", ""classname"": ""DatasetExtractorConfig"", ""attributes"": {""dataset"": [""""]}, ""codeGeneration"": {""H2"": {}, ""AWS"": {}, ""REST"": {}, ""MSSQL"": {}, ""MYSQL"": {}, ""POSTGRESQL"": {}, ""servicenow"": {}}, ""inputEndpoints"": [], ""parentCategory"": """", ""outputEndpoints"": [""out""]}","DragNDropLite-1"
