fed_id,adapter_id,app_name,fed_name,fed_org,app_org,status,adapter_alias,created_by,created_on,is_deleted,app_modified_by,fed_modified_by,app_modified_date,fed_modified_date,sync_date,model_type,model_likes,model_metadata,raw_payload,artifacts,container,app_description,fed_description,version,app_status,model_deployment
2406b927a30203eb34a9d7ef,DEMTSTCL48959,regmodelhaystackone,regmodelhaystackone,97dd455b57c64c6dba8bb5d0caa99dfd,leo1311,Registered,TestAicloud,leapAccount01@infosys.com,6/16/2023 7:17,FALSE,NULL,null,NULL,6/16/2023 1:47,20:42.5,AICLOUD,0,NULL,"{""container"":{""args"":[""string""],""imageUri"":""infyartifactory.jfrog.io/iecp-aiincubation/remoteexecution:v2"",""healthProbeUri"":""string"",""envVariables"":[{""name"":""S3_USE_HTTPS"",""value"":""0""}],""ports"":[{""name"":""http"",""value"":""9991""}],""command"":[""string""],""labels"":[{""name"":""framework"",""value"":""flask""}]},""metadata"":{""modelParameters"":{""data"":[{""name"":""string"",""link"":""string"",""sensitive"":[{""Fields"":[""string""]}],""classification"":""Public""}],""outputFormatMap"":[{""value"":""string"",""key"":""string""}],""modelArchitecture"":""string"",""inputFormat"":""string"",""inputFormatMap"":[{""value"":""string"",""key"":""string""}],""outputFormat"":""string""},""modelDetails"":{""overview"":""string"",""path"":""string"",""licenses"":[{""identifier"":""string"",""customText"":""string""}],""citations"":[{""citation"":""string"",""style"":""string""}],""references"":[{""reference"":""string""}],""versionHistory"":[{""date"":""2023-06-16T06:29:47.700000"",""name"":""string"",""diff"":""string""}],""displayName"":""string"",""documentation"":""string"",""owners"":[{""contact"":""string"",""name"":""string""}]},""quantitativeAnalysis"":{""performanceMetrics"":[{""confidenceInterval"":{""upperBound"":""string"",""lowerBound"":""string""},""slice"":""string"",""type"":""string"",""value"":""string""}]},""considerations"":{""useCases"":[{""description"":""string""}],""tradeoffs"":[{""description"":""string""}],""ethicalConsiderations"":[{""name"":""string"",""mitigationStrategy"":""string""}],""environmentalConsiderations"":[{""hoursUsed"":""string"",""cloudProvider"":""string"",""hardwareType"":""string"",""carbonEmitted"":""string"",""computeRegion"":""string""}],""users"":[{""description"":""string""}],""limitations"":[{""description"":""string""}]}},""updatedBy"":null,""description"":""string"",""createdOn"":""2023-06-16T07:05:24.746000"",""version"":1,""modifiedOn"":""2023-06-16T07:05:24.746000"",""isDeleted"":false,""createdBy"":""leapAccount01@infosys.com"",""name"":""regmodelhaystackone"",""id"":""2406b927a30203eb34a9d7ef"",""projectId"":""97dd455b57c64c6dba8bb5d0caa99dfd"",""artifacts"":{""storageType"":""INFY_AICLD_MINIO"",""uri"":""s3://aicloudprd/triton_bert/models""},""status"":""Registered""}","{""storageType"":""INFY_AICLD_MINIO"",""uri"":""s3://aicloudprd/triton_bert/models""}","{""args"":[""string""],""imageUri"":""infyartifactory.jfrog.io/iecp-aiincubation/remoteexecution:v2"",""healthProbeUri"":""string"",""envVariables"":[{""name"":""S3_USE_HTTPS"",""value"":""0""}],""ports"":[{""name"":""http"",""value"":""9991""}],""command"":[""string""],""labels"":[{""name"":""framework"",""value"":""flask""}]}",string,string,1,Registered,NULL
2406b927a30203eb34a9d7ef,LEDACLDT42908,regmodelhaystackone,regmodelhaystackone,97dd455b57c64c6dba8bb5d0caa99dfd,leo1311,Registered,AICLOUDTEST2,leapAccount01@infosys.com,6/16/2023 1:47,FALSE,NULL,null,NULL,6/16/2023 1:47,00:06.1,AICLOUD,0,NULL,"{""container"":{""args"":[""string""],""imageUri"":""infyartifactory.jfrog.io/iecp-aiincubation/remoteexecution:v2"",""healthProbeUri"":""string"",""envVariables"":[{""name"":""S3_USE_HTTPS"",""value"":""0""}],""ports"":[{""name"":""http"",""value"":""9991""}],""command"":[""string""],""labels"":[{""name"":""framework"",""value"":""flask""}]},""metadata"":{""modelParameters"":{""data"":[{""name"":""string"",""link"":""string"",""sensitive"":[{""Fields"":[""string""]}],""classification"":""Public""}],""outputFormatMap"":[{""value"":""string"",""key"":""string""}],""modelArchitecture"":""string"",""inputFormat"":""string"",""inputFormatMap"":[{""value"":""string"",""key"":""string""}],""outputFormat"":""string""},""modelDetails"":{""overview"":""string"",""path"":""string"",""licenses"":[{""identifier"":""string"",""customText"":""string""}],""citations"":[{""citation"":""string"",""style"":""string""}],""references"":[{""reference"":""string""}],""versionHistory"":[{""date"":""2023-06-16T06:29:47.700000"",""name"":""string"",""diff"":""string""}],""displayName"":""string"",""documentation"":""string"",""owners"":[{""contact"":""string"",""name"":""string""}]},""quantitativeAnalysis"":{""performanceMetrics"":[{""confidenceInterval"":{""upperBound"":""string"",""lowerBound"":""string""},""slice"":""string"",""type"":""string"",""value"":""string""}]},""considerations"":{""useCases"":[{""description"":""string""}],""tradeoffs"":[{""description"":""string""}],""ethicalConsiderations"":[{""name"":""string"",""mitigationStrategy"":""string""}],""environmentalConsiderations"":[{""hoursUsed"":""string"",""cloudProvider"":""string"",""hardwareType"":""string"",""carbonEmitted"":""string"",""computeRegion"":""string""}],""users"":[{""description"":""string""}],""limitations"":[{""description"":""string""}]}},""updatedBy"":null,""description"":""string"",""createdOn"":""2023-06-16T07:05:24.746000"",""version"":1,""modifiedOn"":""2023-06-16T07:05:24.746000"",""isDeleted"":false,""createdBy"":""leapAccount01@infosys.com"",""name"":""regmodelhaystackone"",""id"":""2406b927a30203eb34a9d7ef"",""projectId"":""97dd455b57c64c6dba8bb5d0caa99dfd"",""artifacts"":{""storageType"":""INFY_AICLD_MINIO"",""uri"":""s3://aicloudprd/triton_bert/models""},""status"":""Registered""}","{""storageType"":""INFY_AICLD_MINIO"",""uri"":""s3://aicloudprd/triton_bert/models""}","{""args"":[""string""],""imageUri"":""infyartifactory.jfrog.io/iecp-aiincubation/remoteexecution:v2"",""healthProbeUri"":""string"",""envVariables"":[{""name"":""S3_USE_HTTPS"",""value"":""0""}],""ports"":[{""name"":""http"",""value"":""9991""}],""command"":[""string""],""labels"":[{""name"":""framework"",""value"":""flask""}]}",string,string,1,Registered,NULL
2406b927a30203eb34a9d7ef,LEDACLDT50416,regmodelhaystackone,regmodelhaystackone,97dd455b57c64c6dba8bb5d0caa99dfd,leo1311,Registered,AICloudTEST,leapAccount01@infosys.com,6/16/2023 1:47,FALSE,NULL,null,NULL,6/16/2023 1:47,00:06.0,AICLOUD,0,NULL,"{""container"":{""args"":[""string""],""imageUri"":""infyartifactory.jfrog.io/iecp-aiincubation/remoteexecution:v2"",""healthProbeUri"":""string"",""envVariables"":[{""name"":""S3_USE_HTTPS"",""value"":""0""}],""ports"":[{""name"":""http"",""value"":""9991""}],""command"":[""string""],""labels"":[{""name"":""framework"",""value"":""flask""}]},""metadata"":{""modelParameters"":{""data"":[{""name"":""string"",""link"":""string"",""sensitive"":[{""Fields"":[""string""]}],""classification"":""Public""}],""outputFormatMap"":[{""value"":""string"",""key"":""string""}],""modelArchitecture"":""string"",""inputFormat"":""string"",""inputFormatMap"":[{""value"":""string"",""key"":""string""}],""outputFormat"":""string""},""modelDetails"":{""overview"":""string"",""path"":""string"",""licenses"":[{""identifier"":""string"",""customText"":""string""}],""citations"":[{""citation"":""string"",""style"":""string""}],""references"":[{""reference"":""string""}],""versionHistory"":[{""date"":""2023-06-16T06:29:47.700000"",""name"":""string"",""diff"":""string""}],""displayName"":""string"",""documentation"":""string"",""owners"":[{""contact"":""string"",""name"":""string""}]},""quantitativeAnalysis"":{""performanceMetrics"":[{""confidenceInterval"":{""upperBound"":""string"",""lowerBound"":""string""},""slice"":""string"",""type"":""string"",""value"":""string""}]},""considerations"":{""useCases"":[{""description"":""string""}],""tradeoffs"":[{""description"":""string""}],""ethicalConsiderations"":[{""name"":""string"",""mitigationStrategy"":""string""}],""environmentalConsiderations"":[{""hoursUsed"":""string"",""cloudProvider"":""string"",""hardwareType"":""string"",""carbonEmitted"":""string"",""computeRegion"":""string""}],""users"":[{""description"":""string""}],""limitations"":[{""description"":""string""}]}},""updatedBy"":null,""description"":""string"",""createdOn"":""2023-06-16T07:05:24.746000"",""version"":1,""modifiedOn"":""2023-06-16T07:05:24.746000"",""isDeleted"":false,""createdBy"":""leapAccount01@infosys.com"",""name"":""regmodelhaystackone"",""id"":""2406b927a30203eb34a9d7ef"",""projectId"":""97dd455b57c64c6dba8bb5d0caa99dfd"",""artifacts"":{""storageType"":""INFY_AICLD_MINIO"",""uri"":""s3://aicloudprd/triton_bert/models""},""status"":""Registered""}","{""storageType"":""INFY_AICLD_MINIO"",""uri"":""s3://aicloudprd/triton_bert/models""}","{""args"":[""string""],""imageUri"":""infyartifactory.jfrog.io/iecp-aiincubation/remoteexecution:v2"",""healthProbeUri"":""string"",""envVariables"":[{""name"":""S3_USE_HTTPS"",""value"":""0""}],""ports"":[{""name"":""http"",""value"":""9991""}],""command"":[""string""],""labels"":[{""name"":""framework"",""value"":""flask""}]}",string,string,1,Registered,NULL
248b7cf4be825f93dcad1366,DEMACLDT88775,bertehavjvv,bertehavjvv,97dd455b57c64c6dba8bb5d0caa99dfd,leo1311,Deployed,AICloud,s_reka@infosys.com,6/1/2023 3:32,FALSE,NULL,jenkins,NULL,7/27/2023 4:12,20:35.1,AICLOUD,0,NULL,"{""container"":{""args"":null,""imageUri"":""infyartifactory.jfrog.io/ainadel-mms-project-customized/bert_text_classification:v1.0"",""healthProbeUri"":null,""envVariables"":[{""name"":""S3_USE_HTTPS"",""value"":""0""}],""ports"":[{""name"":""http"",""value"":""5006""}],""command"":null,""labels"":[{""name"":""framework"",""value"":""flask""}]},""updatedBy"":""jenkins"",""description"":""endtoendtesting"",""createdOn"":""2023-06-01T03:20:12.760000"",""version"":1,""modifiedOn"":""2023-07-27T09:33:26.521000"",""isDeleted"":false,""createdBy"":""s_reka@infosys.com"",""name"":""bertehavjvv"",""id"":""248b7cf4be825f93dcad1366"",""projectId"":""97dd455b57c64c6dba8bb5d0caa99dfd"",""artifacts"":{""storageType"":""INFY_AICLD_NUTANIX"",""uri"":""s3://aicloudprd/triton_bert/models""},""status"":""Deployed""}","{""storageType"":""INFY_AICLD_NUTANIX"",""uri"":""s3://aicloudprd/triton_bert/models""}","{""args"":null,""imageUri"":""infyartifactory.jfrog.io/ainadel-mms-project-customized/bert_text_classification:v1.0"",""healthProbeUri"":null,""envVariables"":[{""name"":""S3_USE_HTTPS"",""value"":""0""}],""ports"":[{""name"":""http"",""value"":""5006""}],""command"":null,""labels"":[{""name"":""framework"",""value"":""flask""}]}",endtoendtesting,endtoendtesting,1,Deployed,NULL
248b7cf4be825f93dcad1366,DEMTSTCL34267,bertehavjvv,bertehavjvv,97dd455b57c64c6dba8bb5d0caa99dfd,leo1311,Deployed,TestAicloud3,s_reka@infosys.com,5/31/2023 22:02,FALSE,NULL,jenkins,NULL,7/27/2023 4:12,20:36.0,AICLOUD,0,NULL,"{""container"":{""args"":null,""imageUri"":""infyartifactory.jfrog.io/ainadel-mms-project-customized/bert_text_classification:v1.0"",""healthProbeUri"":null,""envVariables"":[{""name"":""S3_USE_HTTPS"",""value"":""0""}],""ports"":[{""name"":""http"",""value"":""5006""}],""command"":null,""labels"":[{""name"":""framework"",""value"":""flask""}]},""updatedBy"":""jenkins"",""description"":""endtoendtesting"",""createdOn"":""2023-06-01T03:20:12.760000"",""version"":1,""modifiedOn"":""2023-07-27T09:33:26.521000"",""isDeleted"":false,""createdBy"":""s_reka@infosys.com"",""name"":""bertehavjvv"",""id"":""248b7cf4be825f93dcad1366"",""projectId"":""97dd455b57c64c6dba8bb5d0caa99dfd"",""artifacts"":{""storageType"":""INFY_AICLD_NUTANIX"",""uri"":""s3://aicloudprd/triton_bert/models""},""status"":""Deployed""}","{""storageType"":""INFY_AICLD_NUTANIX"",""uri"":""s3://aicloudprd/triton_bert/models""}","{""args"":null,""imageUri"":""infyartifactory.jfrog.io/ainadel-mms-project-customized/bert_text_classification:v1.0"",""healthProbeUri"":null,""envVariables"":[{""name"":""S3_USE_HTTPS"",""value"":""0""}],""ports"":[{""name"":""http"",""value"":""5006""}],""command"":null,""labels"":[{""name"":""framework"",""value"":""flask""}]}",endtoendtesting,endtoendtesting,1,Deployed,NULL
248b7cf4be825f93dcad1366,DEMTSTCL38714,bertehavjvv,bertehavjvv,97dd455b57c64c6dba8bb5d0caa99dfd,leo1311,Deployed,TestAicloud2,s_reka@infosys.com,6/1/2023 3:32,FALSE,NULL,jenkins,NULL,7/27/2023 4:12,20:35.3,AICLOUD,0,NULL,"{""container"":{""args"":null,""imageUri"":""infyartifactory.jfrog.io/ainadel-mms-project-customized/bert_text_classification:v1.0"",""healthProbeUri"":null,""envVariables"":[{""name"":""S3_USE_HTTPS"",""value"":""0""}],""ports"":[{""name"":""http"",""value"":""5006""}],""command"":null,""labels"":[{""name"":""framework"",""value"":""flask""}]},""updatedBy"":""jenkins"",""description"":""endtoendtesting"",""createdOn"":""2023-06-01T03:20:12.760000"",""version"":1,""modifiedOn"":""2023-07-27T09:33:26.521000"",""isDeleted"":false,""createdBy"":""s_reka@infosys.com"",""name"":""bertehavjvv"",""id"":""248b7cf4be825f93dcad1366"",""projectId"":""97dd455b57c64c6dba8bb5d0caa99dfd"",""artifacts"":{""storageType"":""INFY_AICLD_NUTANIX"",""uri"":""s3://aicloudprd/triton_bert/models""},""status"":""Deployed""}","{""storageType"":""INFY_AICLD_NUTANIX"",""uri"":""s3://aicloudprd/triton_bert/models""}","{""args"":null,""imageUri"":""infyartifactory.jfrog.io/ainadel-mms-project-customized/bert_text_classification:v1.0"",""healthProbeUri"":null,""envVariables"":[{""name"":""S3_USE_HTTPS"",""value"":""0""}],""ports"":[{""name"":""http"",""value"":""5006""}],""command"":null,""labels"":[{""name"":""framework"",""value"":""flask""}]}",endtoendtesting,endtoendtesting,1,Deployed,NULL
248b7cf4be825f93dcad1366,DEMTSTCL48959,bertehavjvv,bertehavjvv,97dd455b57c64c6dba8bb5d0caa99dfd,leo1311,Deployed,TestAicloud,s_reka@infosys.com,6/1/2023 3:32,FALSE,NULL,jenkins,NULL,7/27/2023 4:12,20:35.8,AICLOUD,0,NULL,"{""container"":{""args"":null,""imageUri"":""infyartifactory.jfrog.io/ainadel-mms-project-customized/bert_text_classification:v1.0"",""healthProbeUri"":null,""envVariables"":[{""name"":""S3_USE_HTTPS"",""value"":""0""}],""ports"":[{""name"":""http"",""value"":""5006""}],""command"":null,""labels"":[{""name"":""framework"",""value"":""flask""}]},""updatedBy"":""jenkins"",""description"":""endtoendtesting"",""createdOn"":""2023-06-01T03:20:12.760000"",""version"":1,""modifiedOn"":""2023-07-27T09:33:26.521000"",""isDeleted"":false,""createdBy"":""s_reka@infosys.com"",""name"":""bertehavjvv"",""id"":""248b7cf4be825f93dcad1366"",""projectId"":""97dd455b57c64c6dba8bb5d0caa99dfd"",""artifacts"":{""storageType"":""INFY_AICLD_NUTANIX"",""uri"":""s3://aicloudprd/triton_bert/models""},""status"":""Deployed""}","{""storageType"":""INFY_AICLD_NUTANIX"",""uri"":""s3://aicloudprd/triton_bert/models""}","{""args"":null,""imageUri"":""infyartifactory.jfrog.io/ainadel-mms-project-customized/bert_text_classification:v1.0"",""healthProbeUri"":null,""envVariables"":[{""name"":""S3_USE_HTTPS"",""value"":""0""}],""ports"":[{""name"":""http"",""value"":""5006""}],""command"":null,""labels"":[{""name"":""framework"",""value"":""flask""}]}",endtoendtesting,endtoendtesting,1,Deployed,NULL
248b7cf4be825f93dcad1366,LEDACLDT42908,bertehavjvv,bertehavjvv,97dd455b57c64c6dba8bb5d0caa99dfd,leo1311,Deployed,AICLOUDTEST2,s_reka@infosys.com,5/31/2023 22:02,FALSE,NULL,jenkins,NULL,7/27/2023 4:12,00:04.1,AICLOUD,0,NULL,"{""container"":{""args"":null,""imageUri"":""infyartifactory.jfrog.io/ainadel-mms-project-customized/bert_text_classification:v1.0"",""healthProbeUri"":null,""envVariables"":[{""name"":""S3_USE_HTTPS"",""value"":""0""}],""ports"":[{""name"":""http"",""value"":""5006""}],""command"":null,""labels"":[{""name"":""framework"",""value"":""flask""}]},""updatedBy"":""jenkins"",""description"":""endtoendtesting"",""createdOn"":""2023-06-01T03:20:12.760000"",""version"":1,""modifiedOn"":""2023-07-27T09:33:26.521000"",""isDeleted"":false,""createdBy"":""s_reka@infosys.com"",""name"":""bertehavjvv"",""id"":""248b7cf4be825f93dcad1366"",""projectId"":""97dd455b57c64c6dba8bb5d0caa99dfd"",""artifacts"":{""storageType"":""INFY_AICLD_NUTANIX"",""uri"":""s3://aicloudprd/triton_bert/models""},""status"":""Deployed""}","{""storageType"":""INFY_AICLD_NUTANIX"",""uri"":""s3://aicloudprd/triton_bert/models""}","{""args"":null,""imageUri"":""infyartifactory.jfrog.io/ainadel-mms-project-customized/bert_text_classification:v1.0"",""healthProbeUri"":null,""envVariables"":[{""name"":""S3_USE_HTTPS"",""value"":""0""}],""ports"":[{""name"":""http"",""value"":""5006""}],""command"":null,""labels"":[{""name"":""framework"",""value"":""flask""}]}",endtoendtesting,endtoendtesting,1,Deployed,NULL
248b7cf4be825f93dcad1366,LEDACLDT50416,bertehavjvv,bertehavjvv,97dd455b57c64c6dba8bb5d0caa99dfd,leo1311,Deployed,AICloudTEST,s_reka@infosys.com,5/31/2023 22:02,FALSE,NULL,jenkins,NULL,7/27/2023 4:12,00:04.0,AICLOUD,0,NULL,"{""container"":{""args"":null,""imageUri"":""infyartifactory.jfrog.io/ainadel-mms-project-customized/bert_text_classification:v1.0"",""healthProbeUri"":null,""envVariables"":[{""name"":""S3_USE_HTTPS"",""value"":""0""}],""ports"":[{""name"":""http"",""value"":""5006""}],""command"":null,""labels"":[{""name"":""framework"",""value"":""flask""}]},""updatedBy"":""jenkins"",""description"":""endtoendtesting"",""createdOn"":""2023-06-01T03:20:12.760000"",""version"":1,""modifiedOn"":""2023-07-27T09:33:26.521000"",""isDeleted"":false,""createdBy"":""s_reka@infosys.com"",""name"":""bertehavjvv"",""id"":""248b7cf4be825f93dcad1366"",""projectId"":""97dd455b57c64c6dba8bb5d0caa99dfd"",""artifacts"":{""storageType"":""INFY_AICLD_NUTANIX"",""uri"":""s3://aicloudprd/triton_bert/models""},""status"":""Deployed""}","{""storageType"":""INFY_AICLD_NUTANIX"",""uri"":""s3://aicloudprd/triton_bert/models""}","{""args"":null,""imageUri"":""infyartifactory.jfrog.io/ainadel-mms-project-customized/bert_text_classification:v1.0"",""healthProbeUri"":null,""envVariables"":[{""name"":""S3_USE_HTTPS"",""value"":""0""}],""ports"":[{""name"":""http"",""value"":""5006""}],""command"":null,""labels"":[{""name"":""framework"",""value"":""flask""}]}",endtoendtesting,endtoendtesting,1,Deployed,NULL
2561632dd7ead5d6c4111a88,DEMACLDT88775,testmodel2507,testmodel2507,97dd455b57c64c6dba8bb5d0caa99dfd,leo1311,Deployed,AICloud,leapAccount01@infosys.com,7/25/2023 11:49,FALSE,NULL,jenkins,NULL,7/25/2023 6:29,21:01.6,AICLOUD,0,NULL,"{""container"":{""args"":null,""imageUri"":""infyartifactory.jfrog.io/docker-local/haystack-remote/remoteexecution:v1"",""healthProbeUri"":""/"",""envVariables"":[{""name"":""ENV1"",""value"":""EMV1""}],""ports"":[{""name"":""http"",""value"":""5000""}],""command"":null,""labels"":[{""name"":""http"",""value"":""5000""}]},""metadata"":null,""updatedBy"":""jenkins"",""description"":""testmodel2507"",""createdOn"":""2023-07-25T11:46:44.141000"",""version"":1,""modifiedOn"":""2023-07-25T11:49:56.558000"",""isDeleted"":false,""createdBy"":""leapAccount01@infosys.com"",""name"":""testmodel2507"",""id"":""2561632dd7ead5d6c4111a88"",""projectId"":""97dd455b57c64c6dba8bb5d0caa99dfd"",""artifacts"":{""storageType"":""INFY_AICLD_NUTANIX"",""uri"":""s3://aicloudprd/triton_bert/models""},""status"":""Deployed""}","{""storageType"":""INFY_AICLD_NUTANIX"",""uri"":""s3://aicloudprd/triton_bert/models""}","{""args"":null,""imageUri"":""infyartifactory.jfrog.io/docker-local/haystack-remote/remoteexecution:v1"",""healthProbeUri"":""/"",""envVariables"":[{""name"":""ENV1"",""value"":""EMV1""}],""ports"":[{""name"":""http"",""value"":""5000""}],""command"":null,""labels"":[{""name"":""http"",""value"":""5000""}]}",testmodel2507,testmodel2507,1,Deployed,NULL
2561632dd7ead5d6c4111a88,DEMTSTCL34267,testmodel2507,testmodel2507,97dd455b57c64c6dba8bb5d0caa99dfd,leo1311,Deployed,TestAicloud3,leapAccount01@infosys.com,7/25/2023 6:19,FALSE,NULL,jenkins,NULL,7/25/2023 6:29,21:01.6,AICLOUD,0,NULL,"{""container"":{""args"":null,""imageUri"":""infyartifactory.jfrog.io/docker-local/haystack-remote/remoteexecution:v1"",""healthProbeUri"":""/"",""envVariables"":[{""name"":""ENV1"",""value"":""EMV1""}],""ports"":[{""name"":""http"",""value"":""5000""}],""command"":null,""labels"":[{""name"":""http"",""value"":""5000""}]},""metadata"":null,""updatedBy"":""jenkins"",""description"":""testmodel2507"",""createdOn"":""2023-07-25T11:46:44.141000"",""version"":1,""modifiedOn"":""2023-07-25T11:49:56.558000"",""isDeleted"":false,""createdBy"":""leapAccount01@infosys.com"",""name"":""testmodel2507"",""id"":""2561632dd7ead5d6c4111a88"",""projectId"":""97dd455b57c64c6dba8bb5d0caa99dfd"",""artifacts"":{""storageType"":""INFY_AICLD_NUTANIX"",""uri"":""s3://aicloudprd/triton_bert/models""},""status"":""Deployed""}","{""storageType"":""INFY_AICLD_NUTANIX"",""uri"":""s3://aicloudprd/triton_bert/models""}","{""args"":null,""imageUri"":""infyartifactory.jfrog.io/docker-local/haystack-remote/remoteexecution:v1"",""healthProbeUri"":""/"",""envVariables"":[{""name"":""ENV1"",""value"":""EMV1""}],""ports"":[{""name"":""http"",""value"":""5000""}],""command"":null,""labels"":[{""name"":""http"",""value"":""5000""}]}",testmodel2507,testmodel2507,1,Deployed,NULL
2561632dd7ead5d6c4111a88,DEMTSTCL38714,testingmodel01092023,testmodel2507,97dd455b57c64c6dba8bb5d0caa99dfd,leo1311,Deployed,TestAicloud2,leapAccount01@infosys.com,7/25/2023 11:49,FALSE,Admin,jenkins,10:40.9,7/25/2023 6:29,21:01.5,AICLOUD,0,NULL,"{""container"":{""args"":null,""imageUri"":""infyartifactory.jfrog.io/docker-local/haystack-remote/remoteexecution:v1"",""healthProbeUri"":""/"",""envVariables"":[{""name"":""ENV1"",""value"":""EMV1""}],""ports"":[{""name"":""http"",""value"":""5000""}],""command"":null,""labels"":[{""name"":""http"",""value"":""5000""}]},""metadata"":null,""updatedBy"":""jenkins"",""description"":""testmodel2507"",""createdOn"":""2023-07-25T11:46:44.141000"",""version"":1,""modifiedOn"":""2023-07-25T11:49:56.558000"",""isDeleted"":false,""createdBy"":""leapAccount01@infosys.com"",""name"":""testmodel2507"",""id"":""2561632dd7ead5d6c4111a88"",""projectId"":""97dd455b57c64c6dba8bb5d0caa99dfd"",""artifacts"":{""storageType"":""INFY_AICLD_NUTANIX"",""uri"":""s3://aicloudprd/triton_bert/models""},""status"":""Deployed""}","{""storageType"":""INFY_AICLD_NUTANIX"",""uri"":""s3://aicloudprd/triton_bert/models""}","{""args"":null,""imageUri"":""infyartifactory.jfrog.io/docker-local/haystack-remote/remoteexecution:v1"",""healthProbeUri"":""/"",""envVariables"":[{""name"":""ENV1"",""value"":""EMV1""}],""ports"":[{""name"":""http"",""value"":""5000""}],""command"":null,""labels"":[{""name"":""http"",""value"":""5000""}]}",testmodel2507,testmodel2507,1,Deployed,
2561632dd7ead5d6c4111a88,DEMTSTCL48959,testmodel2507,testmodel2507,97dd455b57c64c6dba8bb5d0caa99dfd,leo1311,Deployed,TestAicloud,leapAccount01@infosys.com,7/25/2023 11:49,FALSE,NULL,jenkins,NULL,7/25/2023 6:29,21:01.8,AICLOUD,0,NULL,"{""container"":{""args"":null,""imageUri"":""infyartifactory.jfrog.io/docker-local/haystack-remote/remoteexecution:v1"",""healthProbeUri"":""/"",""envVariables"":[{""name"":""ENV1"",""value"":""EMV1""}],""ports"":[{""name"":""http"",""value"":""5000""}],""command"":null,""labels"":[{""name"":""http"",""value"":""5000""}]},""metadata"":null,""updatedBy"":""jenkins"",""description"":""testmodel2507"",""createdOn"":""2023-07-25T11:46:44.141000"",""version"":1,""modifiedOn"":""2023-07-25T11:49:56.558000"",""isDeleted"":false,""createdBy"":""leapAccount01@infosys.com"",""name"":""testmodel2507"",""id"":""2561632dd7ead5d6c4111a88"",""projectId"":""97dd455b57c64c6dba8bb5d0caa99dfd"",""artifacts"":{""storageType"":""INFY_AICLD_NUTANIX"",""uri"":""s3://aicloudprd/triton_bert/models""},""status"":""Deployed""}","{""storageType"":""INFY_AICLD_NUTANIX"",""uri"":""s3://aicloudprd/triton_bert/models""}","{""args"":null,""imageUri"":""infyartifactory.jfrog.io/docker-local/haystack-remote/remoteexecution:v1"",""healthProbeUri"":""/"",""envVariables"":[{""name"":""ENV1"",""value"":""EMV1""}],""ports"":[{""name"":""http"",""value"":""5000""}],""command"":null,""labels"":[{""name"":""http"",""value"":""5000""}]}",testmodel2507,testmodel2507,1,Deployed,NULL
2561632dd7ead5d6c4111a88,LEDACLDT42908,testmodel2507,testmodel2507,97dd455b57c64c6dba8bb5d0caa99dfd,leo1311,Deployed,AICLOUDTEST2,leapAccount01@infosys.com,7/25/2023 6:19,FALSE,NULL,jenkins,NULL,7/25/2023 6:29,00:15.7,AICLOUD,0,NULL,"{""container"":{""args"":null,""imageUri"":""infyartifactory.jfrog.io/docker-local/haystack-remote/remoteexecution:v1"",""healthProbeUri"":""/"",""envVariables"":[{""name"":""ENV1"",""value"":""EMV1""}],""ports"":[{""name"":""http"",""value"":""5000""}],""command"":null,""labels"":[{""name"":""http"",""value"":""5000""}]},""metadata"":null,""updatedBy"":""jenkins"",""description"":""testmodel2507"",""createdOn"":""2023-07-25T11:46:44.141000"",""version"":1,""modifiedOn"":""2023-07-25T11:49:56.558000"",""isDeleted"":false,""createdBy"":""leapAccount01@infosys.com"",""name"":""testmodel2507"",""id"":""2561632dd7ead5d6c4111a88"",""projectId"":""97dd455b57c64c6dba8bb5d0caa99dfd"",""artifacts"":{""storageType"":""INFY_AICLD_NUTANIX"",""uri"":""s3://aicloudprd/triton_bert/models""},""status"":""Deployed""}","{""storageType"":""INFY_AICLD_NUTANIX"",""uri"":""s3://aicloudprd/triton_bert/models""}","{""args"":null,""imageUri"":""infyartifactory.jfrog.io/docker-local/haystack-remote/remoteexecution:v1"",""healthProbeUri"":""/"",""envVariables"":[{""name"":""ENV1"",""value"":""EMV1""}],""ports"":[{""name"":""http"",""value"":""5000""}],""command"":null,""labels"":[{""name"":""http"",""value"":""5000""}]}",testmodel2507,testmodel2507,1,Deployed,NULL
