id,dimension_id,level,level_text,score_min,score_max
1549,3326,0,Initial,0,1
1550,3327,0,Initial,0,1
1551,3328,0,Initial,0,1
1552,3329,0,Initial,0,1
1553,3330,0,Initial,0,1
1554,3331,0,Initial,0,1
1555,3332,0,Initial,0,1
1556,3333,0,Initial,0,1
1557,3334,0,Initial,0,1
1558,3335,0,Initial,0,1
1559,3336,0,Initial,0,1
1560,3337,0,Initial,0,1
1561,3338,0,Initial,0,1
1562,3339,0,Initial,0,1
1563,3340,0,Initial,0,1
1564,3317,1,Point,1.1,2
1566,3318,1,Point,1.1,2
1567,3319,1,Point,1.1,2
1568,3320,1,Point,1.1,2
1569,3321,1,Point,1.1,2
1570,3322,1,Point,1.1,2
1572,3324,1,Point,1.1,2
1573,3325,1,Point,1.1,2
1574,3326,1,Point,1.1,2
1575,3327,1,Point,1.1,2
1576,3328,1,Point,1.1,2
1577,3329,1,Point,1.1,2
1578,3330,1,Point,1.1,2
1579,3331,1,Point,1.1,2
1580,3332,1,Point,1.1,2
1581,3333,1,Point,1.1,2
1582,3334,1,Point,1.1,2
1583,3335,1,Point,1.1,2
1584,3336,1,Point,1.1,2
1585,3337,1,Point,1.1,2
1586,3338,1,Point,1.1,2
1587,3339,1,Point,1.1,2
1588,3340,1,Point,1.1,2
1589,3317,2,Platform,2.1,3
1591,3318,2,Platform,2.1,3
1592,3319,2,Platform,2.1,3
1593,3320,2,Platform,2.1,3
1594,3321,2,Platform,2.1,3
1595,3322,2,Platform,2.1,3
1597,3324,2,Platform,2.1,3
1598,3325,2,Platform,2.1,3
1599,3326,2,Platform,2.1,3
1600,3327,2,Platform,2.1,3
1601,3328,2,Platform,2.1,3
1602,3329,2,Platform,2.1,3
1603,3330,2,Platform,2.1,3
1604,3331,2,Platform,2.1,3
1605,3332,2,Platform,2.1,3
1606,3333,2,Platform,2.1,3
1607,3334,2,Platform,2.1,3
1608,3335,2,Platform,2.1,3
1609,3336,2,Platform,2.1,3
1610,3337,2,Platform,2.1,3
1611,3338,2,Platform,2.1,3
1612,3339,2,Platform,2.1,3
1613,3340,2,Platform,2.1,3
1614,3317,3,Cognitive,3.1,4
1616,3318,3,Cognitive,3.1,4
1617,3319,3,Cognitive,3.1,4
1618,3320,3,Cognitive,3.1,4
1619,3321,3,Cognitive,3.1,4
1620,3322,3,Cognitive,3.1,4
1622,3324,3,Cognitive,3.1,4
1623,3325,3,Cognitive,3.1,4
1624,3326,3,Cognitive,3.1,4
1625,3327,3,Cognitive,3.1,4
1626,3328,3,Cognitive,3.1,4
1627,3329,3,Cognitive,3.1,4
1628,3330,3,Cognitive,3.1,4
1629,3331,3,Cognitive,3.1,4
1630,3332,3,Cognitive,3.1,4
1631,3333,3,Cognitive,3.1,4
1632,3334,3,Cognitive,3.1,4
1633,3335,3,Cognitive,3.1,4
1634,3336,3,Cognitive,3.1,4
1635,3337,3,Cognitive,3.1,4
1636,3338,3,Cognitive,3.1,4
1637,3339,3,Cognitive,3.1,4
1638,3340,3,Cognitive,3.1,4
1639,3317,4,Autonomous,4.1,4.8
1641,3318,4,Autonomous,4.1,4.8
1642,3319,4,Autonomous,4.1,4.8
1643,3320,4,Autonomous,4.1,4.8
1644,3321,4,Autonomous,4.1,4.8
1645,3322,4,Autonomous,4.1,4.8
1647,3324,4,Autonomous,4.1,4.8
1648,3325,4,Autonomous,4.1,4.8
1649,3326,4,Autonomous,4.1,4.8
1650,3327,4,Autonomous,4.1,4.8
1651,3328,4,Autonomous,4.1,4.8
1652,3329,4,Autonomous,4.1,4.8
1653,3330,4,Autonomous,4.1,4.8
1654,3331,4,Autonomous,4.1,4.8
1655,3332,4,Autonomous,4.1,4.8
1656,3333,4,Autonomous,4.1,4.8
1657,3334,4,Autonomous,4.1,4.8
1658,3335,4,Autonomous,4.1,4.8
1659,3336,4,Autonomous,4.1,4.8
1660,3337,4,Autonomous,4.1,4.8
1661,3338,4,Autonomous,4.1,4.8
1662,3339,4,Autonomous,4.1,4.8
1663,3340,4,Autonomous,4.1,4.8
1664,3317,5,BusinessCentric,4.81,5
1666,3318,5,BusinessCentric,4.81,5
1667,3319,5,BusinessCentric,4.81,5
1668,3320,5,BusinessCentric,4.81,5
1669,3321,5,BusinessCentric,4.81,5
1670,3322,5,BusinessCentric,4.81,5
1672,3324,5,BusinessCentric,4.81,5
1673,3325,5,BusinessCentric,4.81,5
1674,3326,5,BusinessCentric,4.81,5
1675,3327,5,BusinessCentric,4.81,5
1676,3328,5,BusinessCentric,4.81,5
1677,3329,5,BusinessCentric,4.81,5
1678,3330,5,BusinessCentric,4.81,5
1679,3331,5,BusinessCentric,4.81,5
1680,3332,5,BusinessCentric,4.81,5
1681,3333,5,BusinessCentric,4.81,5
1682,3334,5,BusinessCentric,4.81,5
1683,3335,5,BusinessCentric,4.81,5
1684,3336,5,BusinessCentric,4.81,5
1685,3337,5,BusinessCentric,4.81,5
1686,3338,5,BusinessCentric,4.81,5
1687,3339,5,BusinessCentric,4.81,5
1688,3340,5,BusinessCentric,4.81,5
1306,328,1,Adhoc,0,1
1143,329,1,Ad-hoc,0,1
1144,329,2,Siloed teams for AMS and infra by business function,1.01,2
1145,329,3,Centralized AMS and centralized infra teams,2.01,3
1146,329,4,Agile teams,3.01,4
1147,329,5,Product centric,4.01,5
1270,330,1,Standardized,0,1
1271,330,2,Lean,1.01,2
1272,330,3,Shared services,2.01,3
1273,330,4,DevSecOps centric,3.01,4
1274,330,5,Product centric,4.01,5
1301,331,1,Adhoc,0,1
1148,332,1,Ad-hoc,0,1
1149,332,2,ITIL driven,1.01,2
1150,332,3,Kanban/ ScrumBan support,2.01,3
1151,332,4,Fullstack DevOps,3.01,4
1152,332,5,Product centric,4.01,5
1302,333,2,Task driven,1.01,2
1303,334,3,Centralized tool driven,2.01,3
1275,335,1,Adhoc,0,1
1276,335,2,Task driven,1.01,2
1277,335,3,Centralized tool driven,2.01,3
1278,335,4,Digital Workers,3.01,4
1279,335,5,"Zero Touch, Self Service",4.01,5
1158,336,1,SME driven,0,1
1159,336,2,Templatized,1.01,2
1160,336,3,Centralized tool driven,2.01,3
1161,336,4,"Assisted (enriched, auto-triaged);",3.01,4
1162,336,5,"Self-service, automated",4.01,5
1280,337,1,Fire fighting,0,1
1281,337,2,Reactive processes,1.01,2
1282,337,3,"Proactive alerts, auto remediation",2.01,3
1283,337,4,"Preventive, ML driven",3.01,4
1284,337,5,"Autonomous, Digital brain",4.01,5
1193,338,1,"Reactive, SME driven",0,1
1194,338,2,App performance benchmarking,1.01,2
1195,338,3,"App specific logging, custom tools",2.01,3
1196,338,4,"Central APM tool driven, proactive",3.01,4
1197,338,5,Predictive performance management,4.01,5
1203,339,1,Manual analysis driven,0,1
1204,339,2,Rules driven,1.01,2
1205,339,3,Proactive analytics driven,2.01,3
1206,339,4,"Preventive, predictive",3.01,4
1207,339,5,Prescriptive,4.01,5
1198,340,1,Minimal monitoring,0,1
1199,340,2,Heterogenous tools-based monitoring,1.01,2
1200,340,3,End user monitoring,2.01,3
1201,340,4,Fullstack observability,3.01,4
1202,340,5,Business outcome monitoring,4.01,5
1173,341,1,Ad-hoc,0,1
1174,341,2,"Standardized, templatized",1.01,2
1175,341,3,ITSM tool driven,2.01,3
1176,341,4,Assisted (scripts);,3.01,4
1177,341,5,"Self-service, automated",4.01,5
1168,342,1,Ad-hoc,0,1
1169,342,2,Well defined process P1; need basis,1.01,2
1170,342,3,Well defined process for all types; Annual,2.01,3
1171,342,4,ITSM tool driven; quarterly,3.01,4
1172,342,5,Highly automated (PMA tool);; regular,4.01,5
1228,343,1,Ad-hoc,0,1
1229,343,2,Defined,1.01,2
1230,343,3,Continuous improvement culture,2.01,3
1231,343,4,Planned,3.01,4
1232,343,5,Business aligned,4.01,5
1304,344,4,Digital Workers,3.01,4
1307,345,2,Task driven,1.01,2
1305,346,5,"Zero Touch, Self Service",4.01,5
1163,347,1,Adhoc,0,1
1164,347,2,Well defined process,1.01,2
1165,347,3,Centralized tool driven,2.01,3
1166,347,4,"Impact analysis, change gating",3.01,4
1167,347,5,"Highly automated (DevSecOps, CICD);",4.01,5
1188,348,1,"Reactive, manual",0,1
1189,348,2,"Risk assessment, BCP, DR processes defined",1.01,2
1190,348,3,Automated monitoring,2.01,3
1191,348,4,Predictive analytics driven,3.01,4
1192,348,5,"Availability assurance (prediction, BCP/ DR);",4.01,5
1153,349,1,Tribal knowledge,0,1
1154,349,2,"Standardized, templatized KM formats",1.01,2
1155,349,3,Retrospection and KM processes,2.01,3
1156,349,4,KM through shared repositories,3.01,4
1157,349,5,Digital KM platform,4.01,5
1208,350,1,Manual,0,1
1209,350,2,Rules driven,1.01,2
1210,350,3,"Assisted, partial",2.01,3
1211,350,4,Automated,3.01,4
1212,350,5,"Autonomous, self-healing",4.01,5
1285,351,1,Application centric,0,1
1286,351,2,IT Service centric,1.01,2
1287,351,3,Business Service centric,2.01,3
1288,351,4,Business Process centric,3.01,4
1289,351,5,Customer value centric,4.01,5
1213,352,1,Customer complaint-based feedback,0,1
1214,352,2,Customer satisfaction feedback survey,1.01,2
1215,352,3,End user monitoring,2.01,3
1216,352,4,Customer journey monitoring,3.01,4
1217,352,5,Digital experience management,4.01,5
1223,353,1,Application SLA,0,1
1224,353,2,Full stack SLA(Integrated App + Infra);,1.01,2
1225,353,3,Business service KPI assurance,2.01,3
1226,353,4,Business process KPI assurance,3.01,4
1227,353,5,Business outcomes assurance,4.01,5
1178,354,1,Ad-hoc,0,1
1179,354,2,"Disparate event sources, manual processes",1.01,2
1180,354,3,Central event management tool driven,2.01,3
1181,354,4,Auto correlated,3.01,4
1182,354,5,Auto resolved,4.01,5
1183,355,1,"Ad-hoc, custom",0,1
1184,355,2,"Task centric, scripts",1.01,2
1185,355,3,"Service centric, workflows",2.01,3
1186,355,4,"Process centric, RPA",3.01,4
1187,355,5,Zero-touch,4.01,5
1218,356,1,Application Agility,0,1
1219,356,2,IT Agility(Integrated App + Infra);,1.01,2
1220,356,3,Business service Agility,2.01,3
1221,356,4,Process Agility,3.01,4
1222,356,5,Business Agility,4.01,5
"2320","3733","2","Platform","1.26","2.5"
"2325","3733","1","Point","0.0","1.25"
"2330","3733","3","Cognitive","2.51","3.25"
"2331","3733","4","Autonomous","3.26","5.0"
"2321","3734","2","Platform","1.26","2.5"
"2326","3734","1","Point","0.0","1.25"
"2332","3734","3","Cognitive","2.51","3.25"
"2333","3734","4","Autonomous","3.26","5.0"
"2322","3735","2","Platform","1.26","2.5"
"2327","3735","1","Point","0.0","1.25"
"2334","3735","3","Cognitive","2.51","3.25"
"2335","3735","4","Autonomous","3.26","5.0"
"2323","3736","2","Platform","1.26","2.5"
"2328","3736","1","Point","0.0","1.25"
"2336","3736","3","Cognitive","2.51","3.25"
"2337","3736","4","Autonomous","3.26","5.0"
"2324","3737","2","Platform","1.26","2.5"
"2329","3737","1","Point","0.0","1.25"
"2338","3737","3","Cognitive","2.51","3.25"
"2339","3737","4","Autonomous","3.26","5.0"
2232,3710,1,Watcher,1.0,1.5
2254,3710,2,Explorer,1.51,2.5
2276,3710,3,Performer,2.51,3.5
2298,3710,4,Visionary,3.51,4.0
2233,3711,1,Watcher,1.0,1.5
2255,3711,2,Explorer,1.51,2.5
2277,3711,3,Performer,2.51,3.5
2299,3711,4,Visionary,3.51,4.0
2234,3712,1,Watcher,1.0,1.5
2256,3712,2,Explorer,1.51,2.5
2278,3712,3,Performer,2.51,3.5
2300,3712,4,Visionary,3.51,4.0
2235,3713,1,Watcher,1.0,1.5
2257,3713,2,Explorer,1.51,2.5
2279,3713,3,Performer,2.51,3.5
2301,3713,4,Visionary,3.51,4.0
2236,3714,1,Watcher,1.0,1.5
2258,3714,2,Explorer,1.51,2.5
2280,3714,3,Performer,2.51,3.5
2302,3714,4,Visionary,3.51,4.0
2237,3715,1,Watcher,1.0,1.5
2259,3715,2,Explorer,1.51,2.5
2281,3715,3,Performer,2.51,3.5
2303,3715,4,Visionary,3.51,4.0
2238,3716,1,Watcher,1.0,1.5
2260,3716,2,Explorer,1.51,2.5
2282,3716,3,Performer,2.51,3.5
2304,3716,4,Visionary,3.51,4.0
2239,3717,1,Watcher,1.0,1.5
2261,3717,2,Explorer,1.51,2.5
2283,3717,3,Performer,2.51,3.5
2305,3717,4,Visionary,3.51,4.0
2240,3718,1,Watcher,1.0,1.5
2262,3718,2,Explorer,1.51,2.5
2284,3718,3,Performer,2.51,3.5
2306,3718,4,Visionary,3.51,4.0
2241,3719,1,Watcher,1.0,1.5
2263,3719,2,Explorer,1.51,2.5
2285,3719,3,Performer,2.51,3.5
2307,3719,4,Visionary,3.51,4.0
2242,3720,1,Watcher,1.0,1.5
2264,3720,2,Explorer,1.51,2.5
2286,3720,3,Performer,2.51,3.5
2308,3720,4,Visionary,3.51,4.0
2243,3721,1,Watcher,1.0,1.5
2265,3721,2,Explorer,1.51,2.5
2287,3721,3,Performer,2.51,3.5
2309,3721,4,Visionary,3.51,4.0
2244,3722,1,Watcher,1.0,1.5
2266,3722,2,Explorer,1.51,2.5
2288,3722,3,Performer,2.51,3.5
2310,3722,4,Visionary,3.51,4.0
2245,3723,1,Watcher,1.0,1.5
2267,3723,2,Explorer,1.51,2.5
2289,3723,3,Performer,2.51,3.5
2311,3723,4,Visionary,3.51,4.0
2246,3724,1,Watcher,1.0,1.5
2268,3724,2,Explorer,1.51,2.5
2290,3724,3,Performer,2.51,3.5
2312,3724,4,Visionary,3.51,4.0
2247,3725,1,Watcher,1.0,1.5
2269,3725,2,Explorer,1.51,2.5
2291,3725,3,Performer,2.51,3.5
2313,3725,4,Visionary,3.51,4.0
2248,3726,1,Watcher,1.0,1.5
2270,3726,2,Explorer,1.51,2.5
2292,3726,3,Performer,2.51,3.5
2314,3726,4,Visionary,3.51,4.0
2249,3727,1,Watcher,1.0,1.5
2271,3727,2,Explorer,1.51,2.5
2293,3727,3,Performer,2.51,3.5
2315,3727,4,Visionary,3.51,4.0
2250,3728,1,Watcher,1.0,1.5
2272,3728,2,Explorer,1.51,2.5
2294,3728,3,Performer,2.51,3.5
2316,3728,4,Visionary,3.51,4.0
2251,3729,1,Watcher,1.0,1.5
2273,3729,2,Explorer,1.51,2.5
2295,3729,3,Performer,2.51,3.5
2317,3729,4,Visionary,3.51,4.0
2252,3730,1,Watcher,1.0,1.5
2274,3730,2,Explorer,1.51,2.5
2296,3730,3,Performer,2.51,3.5
2318,3730,4,Visionary,3.51,4.0
2253,3731,1,Watcher,1.0,1.5
2275,3731,2,Explorer,1.51,2.5
2297,3731,3,Performer,2.51,3.5
2319,3731,4,Visionary,3.51,4.0
"2673","3844","1","Watcher","0.0","1.0"
"2690","3844","2","Explorer","1.01","2.0"
"2707","3844","3","Performer","2.01","3.5"
"2724","3844","4","Visionary","3.51","5.0"
"2674","3845","1","Watcher","0.0","1.0"
"2691","3845","2","Explorer","1.01","2.0"
"2708","3845","3","Performer","2.01","3.5"
"2725","3845","4","Visionary","3.51","5.0"
"2675","3846","1","Watcher","0.0","1.0"
"2692","3846","2","Explorer","1.01","2.0"
"2709","3846","3","Performer","2.01","3.5"
"2726","3846","4","Visionary","3.51","5.0"
"2676","3847","1","Watcher","0.0","1.0"
"2693","3847","2","Explorer","1.01","2.0"
"2710","3847","3","Performer","2.01","3.5"
"2727","3847","4","Visionary","3.51","5.0"
"2677","3848","1","Watcher","0.0","1.0"
"2694","3848","2","Explorer","1.01","2.0"
"2711","3848","3","Performer","2.01","3.5"
"2728","3848","4","Visionary","3.51","5.0"
"2678","3849","1","Watcher","0.0","1.0"
"2695","3849","2","Explorer","1.01","2.0"
"2712","3849","3","Performer","2.01","3.5"
"2729","3849","4","Visionary","3.51","5.0"
"2679","3850","1","Watcher","0.0","1.0"
"2696","3850","2","Explorer","1.01","2.0"
"2713","3850","3","Performer","2.01","3.5"
"2730","3850","4","Visionary","3.51","5.0"
"2680","3851","1","Watcher","0.0","1.0"
"2697","3851","2","Explorer","1.01","2.0"
"2714","3851","3","Performer","2.01","3.5"
"2731","3851","4","Visionary","3.51","5.0"
"2681","3852","1","Watcher","0.0","1.0"
"2698","3852","2","Explorer","1.01","2.0"
"2715","3852","3","Performer","2.01","3.5"
"2732","3852","4","Visionary","3.51","5.0"
"2682","3853","1","Watcher","0.0","1.0"
"2699","3853","2","Explorer","1.01","2.0"
"2716","3853","3","Performer","2.01","3.5"
"2733","3853","4","Visionary","3.51","5.0"
"2683","3854","1","Watcher","0.0","1.0"
"2700","3854","2","Explorer","1.01","2.0"
"2717","3854","3","Performer","2.01","3.5"
"2734","3854","4","Visionary","3.51","5.0"
"2684","3855","1","Watcher","0.0","1.0"
"2701","3855","2","Explorer","1.01","2.0"
"2718","3855","3","Performer","2.01","3.5"
"2735","3855","4","Visionary","3.51","5.0"
"2685","3856","1","Watcher","0.0","1.0"
"2702","3856","2","Explorer","1.01","2.0"
"2719","3856","3","Performer","2.01","3.5"
"2736","3856","4","Visionary","3.51","5.0"
"2686","3857","1","Watcher","0.0","1.0"
"2703","3857","2","Explorer","1.01","2.0"
"2720","3857","3","Performer","2.01","3.5"
"2737","3857","4","Visionary","3.51","5.0"
"2687","3858","1","Watcher","0.0","1.0"
"2704","3858","2","Explorer","1.01","2.0"
"2721","3858","3","Performer","2.01","3.5"
"2738","3858","4","Visionary","3.51","5.0"
"2688","3859","1","Watcher","0.0","1.0"
"2705","3859","2","Explorer","1.01","2.0"
"2722","3859","3","Performer","2.01","3.5"
"2739","3859","4","Visionary","3.51","5.0"
"2689","3860","1","Watcher","0.0","1.0"
"2706","3860","2","Explorer","1.01","2.0"
"2723","3860","3","Performer","2.01","3.5"
"2740","3860","4","Visionary","3.51","5.0"
