"probe_run_app_id","is_aborted","is_available","workflow_id","run_id","execution_id","probe_loc_run_id","mapping_id","error_data","run_date","run_date_est","run_description","run_end_time","run_result","run_start_time","run_time","sut","application_id","location_id","probe_id"
"67","0","false","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-17","2023-07-17","PLMBACKBONE","12:32:32","false","12:30:22","NULL","CHNSHL368939D","1","1","1"
"68","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-17","2023-07-17","PLMBACKBONE","12:32:32","true","12:30:22","NULL","CHNSHL368939D","1","1","1"
"69","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-17","2023-07-17","PLMBACKBONE","12:32:32","true","12:30:22","NULL","CHNSHL368939D","1","1","1"
"70","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-17","2023-07-17","PLMBACKBONE","12:32:32","true","12:30:22","NULL","CHNSHL368939D","1","1","1"
"71","0","false","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-17","2023-07-17","PLMBACKBONE","12:32:32","false","12:30:22","NULL","CHNSHL368939D","1","1","1"
"72","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-17","2023-07-17","PLMBACKBONE","12:32:32","true","12:30:22","NULL","CHNSHL368939D","1","1","1"
"73","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-17","2023-07-17","PLMBACKBONE","12:32:32","true","12:30:22","NULL","CHNSHL368939D","1","1","1"
"74","0","false","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-17","2023-07-17","PLMBACKBONE","12:32:32","false","12:30:22","NULL","CHNSHL368939D","1","1","1"
"75","0","false","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-21","2023-07-21","EnginuityR2.adln9375:8161","15:55:50","false","15:55:41","NULL","azw-sysdev-01","1","1","1"
"76","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-21","2023-07-21","EnginuityR2.adln9375:8161","15:55:50","true","15:55:41","NULL","azw-sysdev-01","1","1","1"
"77","0","false","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-21","2023-07-21","EnginuityR2.adln9375:8161","15:55:50","false","15:55:41","NULL","azw-sysdev-01","1","1","1"
"78","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-21","2023-07-21","EnginuityR2.adln9375:8161","15:55:50","true","15:55:41","NULL","azw-sysdev-01","1","1","1"
"79","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-21","2023-07-21","EnginuityR2.adln9375:8161","15:55:50","true","15:55:41","NULL","azw-sysdev-01","1","1","1"
"80","0","false","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-21","2023-07-21","EnginuityR2.adln9375:8161","15:55:50","false","15:55:41","NULL","azw-sysdev-01","1","1","1"
"81","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-21","2023-07-21","EnginuityR2.adln9375:8161","15:55:50","true","15:55:41","NULL","azw-sysdev-01","1","1","1"
"82","0","false","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-21","2023-07-21","EnginuityR2.adln9375:8161","15:55:50","false","15:55:41","NULL","azw-sysdev-01","1","1","1"
"83","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-21","2023-07-21","EnginuityR2.adln9375:8161","15:55:50","true","15:55:41","NULL","azw-sysdev-01","1","1","1"
"84","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-21","2023-07-21","EnginuityR2.adln9375:8161","15:55:50","true","15:55:41","NULL","azw-sysdev-01","1","1","1"
"85","0","false","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-21","2023-07-21","EnginuityR2.adln9375:8161","15:55:50","false","15:55:41","NULL","azw-sysdev-01","1","1","1"
"86","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-21","2023-07-21","EnginuityR2.adln9375:8161","15:55:50","true","15:55:41","NULL","azw-sysdev-01","1","1","1"
"87","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-21","2023-07-21","EnginuityR2.adln9375:8161","15:55:50","true","15:55:41","NULL","azw-sysdev-01","1","1","1"
"88","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-21","2023-07-21","EnginuityR2.adln9375:8161","15:55:50","true","15:55:41","NULL","azw-sysdev-01","1","1","1"
"89","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-21","2023-07-21","EnginuityR2.adln9375:8161","15:55:50","true","15:55:41","NULL","azw-sysdev-01","1","1","1"
"90","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-21","2023-07-21","EnginuityR2.adln9375:8161","15:55:50","true","15:55:41","NULL","azw-sysdev-01","1","1","1"
"91","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-21","2023-07-21","EnginuityR2.adln9375:8161","15:55:50","true","15:55:41","NULL","azw-sysdev-01","1","1","1"
"92","0","false","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-21","2023-07-21","EnginuityR2.adln9375:8161","15:55:50","false","15:55:41","NULL","azw-sysdev-01","1","1","1"
"93","0","true","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-21","2023-07-21","EnginuityR2.adln9375:8161","15:55:50","true","15:55:41","NULL","azw-sysdev-01","1","1","1"
"94","0","false","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-21","2023-07-21","EnginuityR2.adln9375:8161","15:55:50","false","15:55:41","NULL","azw-sysdev-01","1","1","1"
"95","0","false","NULL","NULL","NULL","NULL","NULL","NULL","2023-07-21","2023-07-21","EnginuityR2.adln9375:8161","15:55:50","false","15:55:41","NULL","azw-sysdev-01","1","1","1"
