project_id,running_job_instance_id,break_count,complete_percent,description,end_time,failure_reason,group_name,incident_no,instance_extra1,instance_extra10,instance_extra11,instance_extra12,instance_extra13,instance_extra14,instance_extra15,instance_extra16,instance_extra17,instance_extra18,instance_extra19,instance_extra2,instance_extra20,instance_extra21,instance_extra22,instance_extra23,instance_extra24,instance_extra25,instance_extra26,instance_extra27,instance_extra28,instance_extra29,instance_extra3,instance_extra30,instance_extra4,instance_extra5,instance_extra6,instance_extra7,instance_extra8,instance_extra9,is_break,is_running,job_name,last_status_update,latest,link,mile,predicted_end_time,predicted_start_time,start_time,status,tag2,uid
2,JobX3_2,0,NULL,NULL,2020-04-03T12:51:00,NULL,Group1,NULL,IE1,IE10,IE11,IE12,IE13,IE14,IE15,IE16,IE17,IE18,IE19,IE2,IE20,IE21,IE22,IE23,IE24,IE25,IE26,IE27,IE28,IE29,IE3,IE30,IE4,IE5,IE6,IE7,IE8,IE9,N,Yes,JobX3,2023-04-19T11:39:46,N,NULL,NULL,NULL,NULL,2020-04-03T11:51:01,Running,NULL,e6b920b7-4ac4-4b62-aea7-36f75e3ad616
2,JobX3_3,0,NULL,NULL,2020-04-02T12:51:00,NULL,Group1,NULL,IE1,IE10,IE11,IE12,IE13,IE14,IE15,IE16,IE17,IE18,IE19,IE2,IE20,IE21,IE22,IE23,IE24,IE25,IE26,IE27,IE28,IE29,IE3,IE30,IE4,IE5,IE6,IE7,IE8,IE9,N,Yes,JobX3,2023-04-19T11:39:46,N,NULL,NULL,NULL,NULL,2020-04-02T11:51:01,Running,NULL,e6b920b7-4ac4-4b62-aea7-36f75e3ad617
2,JobX3_4,0,NULL,NULL,2020-04-04T12:51:00,NULL,Group1,NULL,IE1,IE10,IE11,IE12,IE13,IE14,IE15,IE16,IE17,IE18,IE19,IE2,IE20,IE21,IE22,IE23,IE24,IE25,IE26,IE27,IE28,IE29,IE3,IE30,IE4,IE5,IE6,IE7,IE8,IE9,N,Yes,JobX3,2023-04-19T11:39:46,N,NULL,NULL,NULL,NULL,2020-04-04T11:51:01,Running,NULL,e6b920b7-4ac4-4b62-aea7-36f75e3ad618
2,JobX4_4,0,NULL,NULL,2020-04-07T12:51:00,NULL,Group1,NULL,IE1,IE10,IE11,IE12,IE13,IE14,IE15,IE16,IE17,IE18,IE19,IE2,IE20,IE21,IE22,IE23,IE24,IE25,IE26,IE27,IE28,IE29,IE3,IE30,IE4,IE5,IE6,IE7,IE8,IE9,N,Yes,JobX4,2023-04-19T11:39:46,N,NULL,NULL,NULL,NULL,2020-04-07T11:51:01,Completed,NULL,e6b920b7-4ac4-4b62-aea7-36f75e3ad619
2,JobX4_5,0,NULL,NULL,2020-04-06T08:51:00,NULL,Group1,NULL,IE1,IE10,IE11,IE12,IE13,IE14,IE15,IE16,IE17,IE18,IE19,IE2,IE20,IE21,IE22,IE23,IE24,IE25,IE26,IE27,IE28,IE29,IE3,IE30,IE4,IE5,IE6,IE7,IE8,IE9,N,Yes,JobX4,2023-04-19T11:39:46,N,NULL,NULL,NULL,NULL,2020-04-06T07:51:01,Cancelled,NULL,e6b920b7-4ac4-4b62-aea7-36f75e3ad711
2,JobX4_6,0,NULL,NULL,2020-04-08T12:51:00,NULL,Group1,NULL,IE1,IE10,IE11,IE12,IE13,IE14,IE15,IE16,IE17,IE18,IE19,IE2,IE20,IE21,IE22,IE23,IE24,IE25,IE26,IE27,IE28,IE29,IE3,IE30,IE4,IE5,IE6,IE7,IE8,IE9,N,Yes,JobX4,2023-04-19T11:39:46,N,NULL,NULL,NULL,NULL,2020-04-08T11:51:01,Cancelled,NULL,e6b920b7-4ac4-4b62-aea7-36f75e3ad712
2,JobX5_4,0,NULL,NULL,2020-04-05T12:51:00,NULL,Group1,NULL,IE1,IE10,IE11,IE12,IE13,IE14,IE15,IE16,IE17,IE18,IE19,IE2,IE20,IE21,IE22,IE23,IE24,IE25,IE26,IE27,IE28,IE29,IE3,IE30,IE4,IE5,IE6,IE7,IE8,IE9,N,Yes,JobX5,2023-04-19T11:39:46,N,NULL,NULL,NULL,NULL,2020-04-05T11:51:01,Yet To Start,NULL,e6b920b7-4ac4-4b62-aea7-36f75e3ad713
2,JobX5_5,0,NULL,NULL,2020-04-04T12:51:00,NULL,Group1,NULL,IE1,IE10,IE11,IE12,IE13,IE14,IE15,IE16,IE17,IE18,IE19,IE2,IE20,IE21,IE22,IE23,IE24,IE25,IE26,IE27,IE28,IE29,IE3,IE30,IE4,IE5,IE6,IE7,IE8,IE9,N,Yes,JobX5,2023-04-19T11:39:46,N,NULL,NULL,NULL,NULL,2020-04-04T11:51:01,Yet To Start,NULL,e6b920b7-4ac4-4b62-aea7-36f75e3ad714
2,JobX5_6,0,NULL,NULL,2020-04-07T12:51:00,NULL,Group1,NULL,IE1,IE10,IE11,IE12,IE13,IE14,IE15,IE16,IE17,IE18,IE19,IE2,IE20,IE21,IE22,IE23,IE24,IE25,IE26,IE27,IE28,IE29,IE3,IE30,IE4,IE5,IE6,IE7,IE8,IE9,N,Yes,JobX5,2023-04-19T11:39:46,N,NULL,NULL,NULL,NULL,2020-04-07T11:51:01,Yet To Start,NULL,e6b920b7-4ac4-4b62-aea7-36f75e3ad715
2,JobX6_10,0,NULL,NULL,2020-04-09T12:51:00,NULL,Group1,NULL,IE1,IE10,IE11,IE12,IE13,IE14,IE15,IE16,IE17,IE18,IE19,IE2,IE20,IE21,IE22,IE23,IE24,IE25,IE26,IE27,IE28,IE29,IE3,IE30,IE4,IE5,IE6,IE7,IE8,IE9,N,Yes,JobX6,2023-04-19T11:39:46,N,NULL,NULL,NULL,NULL,2020-04-09T11:51:01,Completed,NULL,e6b920b7-4ac4-4b62-aea7-36f75e3ad716
2,JobX6_11,0,NULL,NULL,2020-04-08T12:51:00,NULL,Group1,NULL,IE1,IE10,IE11,IE12,IE13,IE14,IE15,IE16,IE17,IE18,IE19,IE2,IE20,IE21,IE22,IE23,IE24,IE25,IE26,IE27,IE28,IE29,IE3,IE30,IE4,IE5,IE6,IE7,IE8,IE9,N,Yes,JobX6,2023-04-19T11:39:46,N,NULL,NULL,NULL,NULL,2020-04-08T11:51:01,Completed,NULL,e6b920b7-4ac4-4b62-aea7-36f75e3ad717
2,JobX6_12,0,NULL,NULL,2020-04-11T12:51:00,NULL,Group1,NULL,IE1,IE10,IE11,IE12,IE13,IE14,IE15,IE16,IE17,IE18,IE19,IE2,IE20,IE21,IE22,IE23,IE24,IE25,IE26,IE27,IE28,IE29,IE3,IE30,IE4,IE5,IE6,IE7,IE8,IE9,N,Yes,JobX6,2023-04-19T11:39:46,N,NULL,NULL,NULL,NULL,2020-04-11T11:51:01,Completed,NULL,e6b920b7-4ac4-4b62-aea7-36f75e3ad718
