"Workflow_Run_Execution_ID","Workflow_Input_ID","Workflow_ID","Rel_Act_Ind","Last_Updated_Dts","Workflow_Input_Json","Run_ID","Execution_ID","Status","Agent_Mapping_ID"
"141","1","1","true","2020-04-15T19:25:13","NULL","141","1","","1"
"142","1","1","true","2020-04-15T19:25:29","NULL","142","1","","1"
"143","1","1","true","2020-04-15T19:25:44","NULL","143","1","","1"
"144","1","1","true","2020-04-15T19:26:00","NULL","144","1","","1"
"145","1","1","true","2020-04-15T19:26:15","NULL","145","1","","1"
"146","1","1","true","2020-04-15T19:26:31","NULL","146","1","","1"
"147","1","1","true","2020-04-15T19:26:46","NULL","147","1","","1"
"148","1","1","true","2020-04-15T19:27:02","NULL","148","1","","1"
"149","1","1","true","2020-04-15T19:27:19","NULL","149","1","","1"
"150","1","1","true","2020-04-15T19:27:35","NULL","150","1","","1"
"151","1","1","true","2020-04-15T19:27:52","NULL","151","1","","1"
"152","1","1","true","2020-04-15T19:28:08","NULL","152","1","","1"
"153","1","1","true","2020-04-15T19:28:24","NULL","153","1","","1"
"154","1","1","true","2020-04-15T19:28:41","NULL","154","1","","1"
"155","1","1","true","2020-04-15T19:28:57","NULL","155","1","","1"
"156","1","1","true","2020-04-15T19:29:12","NULL","156","1","","1"
"157","1","1","true","2020-04-15T19:29:28","NULL","157","1","","1"
"158","1","1","true","2020-04-15T19:29:43","NULL","158","1","","1"
"159","1","1","true","2020-04-15T19:29:59","NULL","159","1","","1"
"160","1","1","true","2020-04-15T19:30:14","NULL","160","1","","1"
"161","1","1","true","2020-04-15T19:30:30","NULL","161","1","","1"
"162","1","1","true","2020-04-15T19:30:45","NULL","162","1","","1"
"163","1","1","true","2020-04-15T19:31:01","NULL","163","1","","1"
"164","1","1","true","2020-04-15T19:31:17","NULL","164","1","","1"
"165","1","1","true","2020-04-15T19:31:32","NULL","165","1","","1"
"166","1","1","true","2020-04-15T19:31:47","NULL","166","1","","1"
"167","1","1","true","2020-04-15T19:32:03","NULL","167","1","","1"
"168","1","1","true","2020-04-15T19:32:19","NULL","168","1","","1"
"169","1","1","true","2020-04-15T19:32:36","NULL","169","1","","1"
"170","1","1","true","2020-04-15T19:32:52","NULL","170","1","","1"
"171","1","1","true","2020-04-15T19:33:08","NULL","171","1","","1"
"172","1","1","true","2020-04-15T19:33:24","NULL","172","1","","1"
"173","1","1","true","2020-04-15T19:33:41","NULL","173","1","","1"
"174","1","1","true","2020-04-15T19:33:57","NULL","174","1","","1"
"175","1","1","true","2020-04-15T19:34:13","NULL","175","1","","1"
"176","1","1","true","2020-04-15T19:34:28","NULL","176","1","","1"
"177","1","1","true","2020-04-15T19:34:44","NULL","177","1","","1"
"178","1","1","true","2020-04-15T19:34:59","NULL","178","1","","1"
"179","1","1","true","2020-04-15T19:35:15","NULL","179","1","","1"
"180","1","1","true","2020-04-15T19:35:30","NULL","180","1","","1"
"181","1","1","true","2020-04-15T19:35:46","NULL","181","1","","1"
"182","1","1","true","2020-04-15T19:36:02","NULL","182","1","","1"
"183","1","1","true","2020-04-15T19:36:18","NULL","183","1","","1"
"184","1","1","true","2020-04-15T19:36:33","NULL","184","1","","1"
"185","1","1","true","2020-04-15T19:36:49","NULL","185","1","","1"
"186","1","1","true","2020-04-15T19:37:04","NULL","186","1","","1"
"187","1","1","true","2020-04-15T19:37:20","NULL","187","1","","1"
"188","1","1","true","2020-04-15T19:37:36","NULL","188","1","","1"
"189","1","1","true","2020-04-15T19:37:51","NULL","189","1","","1"
"190","1","1","true","2020-04-15T19:38:08","NULL","190","1","","1"
"191","1","1","true","2020-04-15T19:38:25","NULL","191","1","","1"
"192","1","1","true","2020-04-15T19:38:41","NULL","192","1","","1"
"193","1","1","true","2020-04-15T19:38:57","NULL","193","1","","1"
"194","1","1","true","2020-04-15T19:39:13","NULL","194","1","","1"
"195","1","1","true","2020-04-15T19:39:29","NULL","195","1","","1"
"196","1","1","true","2020-04-15T19:39:44","NULL","196","1","","1"
"197","1","1","true","2020-04-15T19:40:16","NULL","197","1","","1"
"198","1","1","true","2020-04-15T19:40:16","NULL","198","1","","1"
"199","1","1","true","2020-04-15T19:40:31","NULL","199","1","","1"
"200","1","1","true","2020-04-15T19:40:49","NULL","200","1","","1"
"201","1","1","true","2020-04-15T19:41:05","NULL","201","1","","1"
"202","1","1","true","2020-04-15T19:41:21","NULL","202","1","","1"
"203","1","1","true","2020-04-15T19:41:36","NULL","203","1","","1"
"204","1","1","true","2020-04-15T19:41:52","NULL","204","1","","1"
"205","1","1","true","2020-04-15T19:42:07","NULL","205","1","","1"
"206","1","1","true","2020-04-15T19:42:22","NULL","206","1","","1"
"207","1","1","true","2020-04-15T19:42:38","NULL","207","1","","1"
"208","1","1","true","2020-04-15T19:42:54","NULL","208","1","","1"
"209","1","1","true","2020-04-15T19:43:11","NULL","209","1","","1"
"210","1","1","true","2020-04-15T19:43:28","NULL","210","1","","1"
"211","1","1","true","2020-04-15T19:43:44","NULL","211","1","","1"
"212","1","1","true","2020-04-15T19:44:00","NULL","212","1","","1"
"213","1","1","true","2020-04-15T19:44:19","NULL","213","1","","1"
"214","1","1","true","2020-04-15T19:44:35","NULL","214","1","","1"
"215","1","1","true","2020-04-15T19:44:50","NULL","215","1","","1"
"216","1","1","true","2020-04-15T19:45:06","NULL","216","1","","1"
"217","1","1","true","2020-04-15T19:45:22","NULL","217","1","","1"
"218","1","1","true","2020-04-15T19:45:38","NULL","218","1","","1"
"219","1","1","true","2020-04-15T19:45:53","NULL","219","1","","1"
"220","1","1","true","2020-04-15T19:46:08","NULL","220","1","","1"
"221","1","1","true","2020-04-15T19:46:24","NULL","221","1","","1"
"222","1","1","true","2020-04-15T19:46:39","NULL","222","1","","1"
"223","1","1","true","2020-04-15T19:46:55","NULL","223","1","","1"
"224","1","1","true","2020-04-15T19:47:10","NULL","224","1","","1"
"225","1","1","true","2020-04-15T19:47:25","NULL","225","1","","1"
"226","1","1","true","2020-04-15T19:47:41","NULL","226","1","","1"
"227","1","1","true","2020-04-15T19:47:57","NULL","227","1","","1"
"228","1","1","true","2020-04-15T19:48:14","NULL","228","1","","1"
"229","1","1","true","2020-04-15T19:48:31","NULL","229","1","","1"
"230","1","1","true","2020-04-15T19:48:47","NULL","230","1","","1"
"231","7","1","true","2021-05-25T20:45:20","{
  \"Data\": \"null\"
}","231","1","COMPLETED","9"
"232","8","5","true","2021-05-25T20:45:16","{
  \"Data\": \"null\"
}","1","1","COMPLETED","8"
"233","9","6","true","2021-05-25T20:46:06","{
  \"Data\": \"null\"
}","1","1","COMPLETED","9"
"234","10","6","true","2021-05-25T20:58:04","{
  \"Data\": \"null\"
}","2","1","COMPLETED","9"
"235","11","5","true","2021-05-25T21:00:10","{
  \"Data\": \"null\"
}","2","1","COMPLETED","8"
"236","12","6","true","2021-05-25T21:00:38","{
  \"Data\": \"null\"
}","3","1","COMPLETED","9"
"237","13","5","true","2021-05-25T21:02:43","{
  \"Data\": \"null\"
}","3","1","COMPLETED","8"
"238","14","6","true","2021-05-25T21:03:16","{
  \"Data\": \"null\"
}","4","1","COMPLETED","9"
"239","15","5","true","2021-05-25T21:05:12","{
  \"Data\": \"null\"
}","4","1","COMPLETED","8"
"240","17","6","true","2021-05-25T21:05:50","{
  \"Data\": \"null\"
}","5","1","COMPLETED","9"
"241","18","5","true","2021-05-25T21:07:44","{
  \"Data\": \"null\"
}","5","1","COMPLETED","8"
"242","16","2","true","2021-05-25T21:08:38","{
  \"u_vendor_ticket_number\": \"\",
  \"parent\": \"\",
  \"u_v_ref\": \"\",
  \"made_sla\": \"true\",
  \"caused_by\": \"\",
  \"watch_list\": \"\",
  \"upon_reject\": \"cancel\",
  \"sys_updated_on\": \"2021-05-25 10:04:45\",
  \"child_incidents\": \"0\",
  \"hold_reason\": \"\",
  \"task_effective_number\": \"INC0026839\",
  \"approval_history\": \"\",
  \"number\": \"INC0026839\",
  \"resolved_by\": \"\",
  \"sys_updated_by\": \"admin\",
  \"opened_by\": {
    \"link\": \"https://infosysq3dev1.service-now.com/api/now/table/sys_user/6816f79cc0a8016401c5a33be04be441\",
    \"value\": \"6816f79cc0a8016401c5a33be04be441\"
  },
  \"user_input\": \"\",
  \"sys_created_on\": \"2021-05-25 10:04:45\",
  \"sys_domain\": {
    \"link\": \"https://infosysq3dev1.service-now.com/api/now/table/sys_user_group/global\",
    \"value\": \"global\"
  },
  \"state\": \"1\",
  \"u_resource_path\": \"\",
  \"route_reason\": \"\",
  \"sys_created_by\": \"admin\",
  \"knowledge\": \"false\",
  \"order\": \"\",
  \"calendar_stc\": \"\",
  \"closed_at\": \"\",
  \"cmdb_ci\": \"\",
  \"delivery_plan\": \"\",
  \"impact\": \"3\",
  \"active\": \"true\",
  \"u_project\": \"\",
  \"work_notes_list\": \"\",
  \"business_service\": \"\",
  \"priority\": \"5\",
  \"sys_domain_path\": \"/\",
  \"rfc\": \"\",
  \"time_worked\": \"\",
  \"expected_start\": \"\",
  \"opened_at\": \"2021-05-25 10:04:32\",
  \"u_description\": \"\",
  \"business_duration\": \"\",
  \"group_list\": \"\",
  \"u_user_name\": \"\",
  \"work_end\": \"\",
  \"caller_id\": {
    \"link\": \"https://infosysq3dev1.service-now.com/api/now/table/sys_user/6816f79cc0a8016401c5a33be04be441\",
    \"value\": \"6816f79cc0a8016401c5a33be04be441\"
  },
  \"reopened_time\": \"\",
  \"resolved_at\": \"\",
  \"approval_set\": \"\",
  \"subcategory\": \"\",
  \"work_notes\": \"\",
  \"universal_request\": \"\",
  \"short_description\": \"Process_Invoice_Id:2836111000\",
  \"close_code\": \"\",
  \"correlation_display\": \"\",
  \"delivery_task\": \"\",
  \"work_start\": \"\",
  \"assignment_group\": \"\",
  \"u_icsp_description\": \"\",
  \"additional_assignee_list\": \"\",
  \"business_stc\": \"\",
  \"description\": \"\",
  \"calendar_duration\": \"\",
  \"close_notes\": \"\",
  \"notify\": \"1\",
  \"service_offering\": \"\",
  \"sys_class_name\": \"incident\",
  \"closed_by\": \"\",
  \"follow_up\": \"\",
  \"parent_incident\": \"\",
  \"sys_id\": \"5c070c921b58781003ba80f4464bcb23\",
  \"contact_type\": \"\",
  \"reopened_by\": \"\",
  \"incident_state\": \"1\",
  \"urgency\": \"3\",
  \"problem_id\": \"\",
  \"company\": \"\",
  \"reassignment_count\": \"0\",
  \"activity_due\": \"\",
  \"assigned_to\": \"\",
  \"severity\": \"3\",
  \"comments\": \"\",
  \"approval\": \"not requested\",
  \"sla_due\": \"\",
  \"comments_and_work_notes\": \"\",
  \"due_date\": \"\",
  \"sys_mod_count\": \"0\",
  \"reopen_count\": \"0\",
  \"sys_tags\": \"\",
  \"u_category\": \"inquiry\",
  \"escalation\": \"0\",
  \"upon_approval\": \"proceed\",
  \"correlation_id\": \"\",
  \"location\": \"\",
  \"category\": \"inquiry\"
,\"Classified_.*Process_Invoice_Id.*\":\"\"}","1","1","FAILED","10"
"243","19","6","true","2021-05-25T21:08:23","{
  \"Data\": \"null\"
}","6","1","COMPLETED","9"
"244","20","5","true","2021-05-25T21:10:07","{
  \"Data\": \"null\"
}","6","1","COMPLETED","8"
"245","21","6","true","2021-05-25T21:10:58","{
  \"Data\": \"null\"
}","7","1","COMPLETED","9"
"246","22","5","true","2021-05-25T21:12:40","{
  \"Data\": \"null\"
}","7","1","COMPLETED","8"
"247","23","6","true","2021-05-25T21:13:16","{
  \"Data\": \"null\"
}","8","1","COMPLETED","9"
"248","24","5","true","2021-05-25T21:15:13","{
  \"Data\": \"null\"
}","8","1","COMPLETED","8"
"249","26","6","true","2021-05-25T21:15:38","{
  \"Data\": \"null\"
}","9","1","COMPLETED","9"
"250","27","5","true","2021-05-25T21:17:46","{
  \"Data\": \"null\"
}","9","1","COMPLETED","8"
"251","28","6","true","2021-05-25T21:18:08","{
  \"Data\": \"null\"
}","10","1","COMPLETED","9"
"252","29","5","true","2021-05-25T21:20:13","{
  \"Data\": \"null\"
}","10","1","COMPLETED","8"
"253","30","6","true","2021-05-25T21:20:34","{
  \"Data\": \"null\"
}","11","1","COMPLETED","9"
"254","31","5","true","2021-05-25T21:22:56","{
  \"Data\": \"null\"
}","11","1","COMPLETED","8"
"255","32","6","true","2021-05-25T21:23:07","{
  \"Data\": \"null\"
}","12","1","COMPLETED","9"
"256","33","5","true","2021-05-25T21:25:28","{
  \"Data\": \"null\"
}","12","1","COMPLETED","8"
"257","34","6","true","2021-05-25T21:25:29","{
  \"Data\": \"null\"
}","13","1","COMPLETED","9"
"258","25","2","true","2021-05-25T21:27:06","{
  \"u_vendor_ticket_number\": \"\",
  \"parent\": \"\",
  \"u_v_ref\": \"\",
  \"made_sla\": \"true\",
  \"caused_by\": \"\",
  \"watch_list\": \"\",
  \"upon_reject\": \"cancel\",
  \"sys_updated_on\": \"2021-05-25 10:13:10\",
  \"child_incidents\": \"0\",
  \"hold_reason\": \"\",
  \"task_effective_number\": \"INC0026841\",
  \"approval_history\": \"\",
  \"number\": \"INC0026841\",
  \"resolved_by\": \"\",
  \"sys_updated_by\": \"admin\",
  \"opened_by\": {
    \"link\": \"https://infosysq3dev1.service-now.com/api/now/table/sys_user/6816f79cc0a8016401c5a33be04be441\",
    \"value\": \"6816f79cc0a8016401c5a33be04be441\"
  },
  \"user_input\": \"\",
  \"sys_created_on\": \"2021-05-25 10:13:10\",
  \"sys_domain\": {
    \"link\": \"https://infosysq3dev1.service-now.com/api/now/table/sys_user_group/global\",
    \"value\": \"global\"
  },
  \"state\": \"1\",
  \"u_resource_path\": \"\",
  \"route_reason\": \"\",
  \"sys_created_by\": \"admin\",
  \"knowledge\": \"false\",
  \"order\": \"\",
  \"calendar_stc\": \"\",
  \"closed_at\": \"\",
  \"cmdb_ci\": \"\",
  \"delivery_plan\": \"\",
  \"impact\": \"3\",
  \"active\": \"true\",
  \"u_project\": \"\",
  \"work_notes_list\": \"\",
  \"business_service\": \"\",
  \"priority\": \"5\",
  \"sys_domain_path\": \"/\",
  \"rfc\": \"\",
  \"time_worked\": \"\",
  \"expected_start\": \"\",
  \"opened_at\": \"2021-05-25 10:12:57\",
  \"u_description\": \"\",
  \"business_duration\": \"\",
  \"group_list\": \"\",
  \"u_user_name\": \"\",
  \"work_end\": \"\",
  \"caller_id\": {
    \"link\": \"https://infosysq3dev1.service-now.com/api/now/table/sys_user/6816f79cc0a8016401c5a33be04be441\",
    \"value\": \"6816f79cc0a8016401c5a33be04be441\"
  },
  \"reopened_time\": \"\",
  \"resolved_at\": \"\",
  \"approval_set\": \"\",
  \"subcategory\": \"\",
  \"work_notes\": \"\",
  \"universal_request\": \"\",
  \"short_description\": \"Process_Invoice_Id:283611\",
  \"close_code\": \"\",
  \"correlation_display\": \"\",
  \"delivery_task\": \"\",
  \"work_start\": \"\",
  \"assignment_group\": \"\",
  \"u_icsp_description\": \"\",
  \"additional_assignee_list\": \"\",
  \"business_stc\": \"\",
  \"description\": \"\",
  \"calendar_duration\": \"\",
  \"close_notes\": \"\",
  \"notify\": \"1\",
  \"service_offering\": \"\",
  \"sys_class_name\": \"incident\",
  \"closed_by\": \"\",
  \"follow_up\": \"\",
  \"parent_incident\": \"\",
  \"sys_id\": \"d3e808521b58781003ba80f4464bcbb8\",
  \"contact_type\": \"\",
  \"reopened_by\": \"\",
  \"incident_state\": \"1\",
  \"urgency\": \"3\",
  \"problem_id\": \"\",
  \"company\": \"\",
  \"reassignment_count\": \"0\",
  \"activity_due\": \"\",
  \"assigned_to\": \"\",
  \"severity\": \"3\",
  \"comments\": \"\",
  \"approval\": \"not requested\",
  \"sla_due\": \"\",
  \"comments_and_work_notes\": \"\",
  \"due_date\": \"\",
  \"sys_mod_count\": \"0\",
  \"reopen_count\": \"0\",
  \"sys_tags\": \"\",
  \"u_category\": \"inquiry\",
  \"escalation\": \"0\",
  \"upon_approval\": \"proceed\",
  \"correlation_id\": \"\",
  \"location\": \"\",
  \"category\": \"inquiry\"
,\"Classified_.*Process_Invoice_Id.*\":\"\"}","2","1","FAILED","10"
"259","35","5","true","2021-05-25T21:27:57","{
  \"Data\": \"null\"
}","13","1","COMPLETED","8"
"260","36","6","true","2021-05-26T16:10:30","{
  \"Data\": \"null\"
}","14","1","COMPLETED","9"
"261","37","5","true","2021-05-25T21:30:20","{
  \"Data\": \"null\"
}","14","1","COMPLETED","8"
"262","38","5","true","2021-05-25T21:32:43","{
  \"Data\": \"null\"
}","15","1","COMPLETED","8"
"263","39","5","true","2021-05-25T21:35:12","{
  \"Data\": \"null\"
}","16","1","COMPLETED","8"
"264","40","5","true","2021-05-25T21:37:50","{
  \"Data\": \"null\"
}","17","1","COMPLETED","8"
"265","41","5","true","2021-05-25T21:40:18","{
  \"Data\": \"null\"
}","18","1","COMPLETED","8"
"266","42","5","true","2021-05-25T21:42:45","{
  \"Data\": \"null\"
}","19","1","COMPLETED","8"
"267","43","5","true","2021-05-25T21:45:10","{
  \"Data\": \"null\"
}","20","1","COMPLETED","8"
"268","44","5","true","2021-05-25T21:48:02","{
  \"Data\": \"null\"
}","21","1","COMPLETED","8"
"269","45","5","true","2021-05-25T21:50:36","{
  \"Data\": \"null\"
}","22","1","COMPLETED","8"
"270","46","5","true","2021-05-25T21:53:08","{
  \"Data\": \"null\"
}","23","1","COMPLETED","8"
"271","47","5","true","2021-05-25T21:55:49","{
  \"Data\": \"null\"
}","24","1","COMPLETED","8"
"272","48","5","true","2021-05-25T21:58:18","{
  \"Data\": \"null\"
}","25","1","COMPLETED","8"
"273","49","5","true","2021-05-25T22:00:44","{
  \"Data\": \"null\"
}","26","1","COMPLETED","8"
"274","50","5","true","2021-05-25T22:03:14","{
  \"Data\": \"null\"
}","27","1","COMPLETED","8"
"275","51","5","true","2021-05-25T22:05:43","{
  \"Data\": \"null\"
}","28","1","COMPLETED","8"
"276","52","5","true","2021-05-25T22:08:08","{
  \"Data\": \"null\"
}","29","1","COMPLETED","8"
"277","53","5","true","2021-05-25T22:10:30","{
  \"Data\": \"null\"
}","30","1","COMPLETED","8"
"278","54","5","true","2021-05-25T22:12:53","{
  \"Data\": \"null\"
}","31","1","COMPLETED","8"
