"id","metric_id","business_impact","priority","baseline_value","baseline_date","transformation_scope_id","transformation_scope_name","dimension_id","questionnaire_instance_id","project_id","geo_id","geo_name","country_id","country_name","region_id","region_name","last_updated_date","last_updated_by"
"13","1567","NULL","NULL","4.0","2023-09-28","NULL","NULL","3737","236","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"14","1568","NULL","NULL","4.0","2023-09-28","NULL","NULL","3737","236","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"15","1569","NULL","NULL","4.0","2023-09-28","NULL","NULL","3737","236","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"16","886","NULL","NULL","1.0","2023-09-28","NULL","NULL","329","229","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"17","887","NULL","NULL","2.8","2023-09-28","NULL","NULL","332","229","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"18","901","NULL","NULL","3.0","2023-09-28","NULL","NULL","349","229","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"19","896","NULL","NULL","3.0","2023-09-28","NULL","NULL","336","229","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"20","888","NULL","NULL","1.0","2023-09-28","NULL","NULL","336","229","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"21","889","NULL","NULL","2.0","2023-09-28","NULL","NULL","336","229","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"22","893","NULL","NULL","2.0","2023-09-28","NULL","NULL","341","229","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"23","894","NULL","NULL","2.0","2023-09-28","NULL","NULL","342","229","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"24","897","NULL","NULL","2.0","2023-09-28","NULL","NULL","343","229","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"25","895","NULL","NULL","2.0","2023-09-28","NULL","NULL","343","229","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"26","899","NULL","NULL","4.0","2023-09-28","NULL","NULL","347","229","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"27","909","NULL","NULL","2.0","2023-09-28","NULL","NULL","354","229","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"28","905","NULL","NULL","3.0","2023-09-28","NULL","NULL","354","229","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"29","906","NULL","NULL","4.0","2023-09-28","NULL","NULL","355","229","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"30","890","NULL","NULL","4.0","2023-09-28","NULL","NULL","338","229","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"31","891","NULL","NULL","3.3","2023-09-28","NULL","NULL","339","229","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"32","892","NULL","NULL","3.2","2023-09-28","NULL","NULL","340","229","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"33","900","NULL","NULL","2.7","2023-09-28","NULL","NULL","348","229","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"34","902","NULL","NULL","2.0","2023-09-28","NULL","NULL","350","229","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"35","908","NULL","NULL","2.0","2023-09-28","NULL","NULL","353","229","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"36","903","NULL","NULL","1.0","2023-09-28","NULL","NULL","352","229","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"37","904","NULL","NULL","4.0","2023-09-28","NULL","NULL","353","229","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"38","907","NULL","NULL","3.0","2023-09-28","NULL","NULL","356","229","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"41","1217","NULL","NULL","80.0","2023-09-28","NULL","NULL","3336","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"42","1053","NULL","NULL","70.0","2023-09-28","NULL","NULL","3336","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"43","1069","NULL","NULL","80.0","2023-09-28","NULL","NULL","3339","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"44","1071","NULL","NULL","80.0","2023-09-28","NULL","NULL","3340","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"45","1026","NULL","NULL","100.0","2023-09-28","NULL","NULL","3325","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"46","1033","NULL","NULL","80.0","2023-09-28","NULL","NULL","3330","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"47","1010","NULL","NULL","0.5","2023-09-28","NULL","NULL","3318","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"48","1011","NULL","NULL","4.2","2023-09-28","NULL","NULL","3318","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"49","1012","NULL","NULL","2.75","2023-09-28","NULL","NULL","3318","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"50","1019","NULL","NULL","1.75","2023-09-28","NULL","NULL","3322","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"51","1020","NULL","NULL","1.66","2023-09-28","NULL","NULL","3322","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"52","1021","NULL","NULL","3.32","2023-09-28","NULL","NULL","3322","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"53","1037","NULL","NULL","3.75","2023-09-28","NULL","NULL","3333","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"54","1038","NULL","NULL","1.5","2023-09-28","NULL","NULL","3334","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"55","1039","NULL","NULL","1.7","2023-09-28","NULL","NULL","3335","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"56","1013","NULL","NULL","2.75","2023-09-28","NULL","NULL","3320","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"57","1014","NULL","NULL","1.66","2023-09-28","NULL","NULL","3320","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"58","1015","NULL","NULL","3.75","2023-09-28","NULL","NULL","3320","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"59","1016","NULL","NULL","5.0","2023-09-28","NULL","NULL","3321","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"60","1017","NULL","NULL","2.99","2023-09-28","NULL","NULL","3321","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"61","1018","NULL","NULL","4.65","2023-09-28","NULL","NULL","3321","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"62","1040","NULL","NULL","0.5","2023-09-28","NULL","NULL","3336","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"63","1041","NULL","NULL","2.16","2023-09-28","NULL","NULL","3336","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"64","1042","NULL","NULL","4.75","2023-09-28","NULL","NULL","3336","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"65","1043","NULL","NULL","0.83","2023-09-28","NULL","NULL","3336","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"66","1044","NULL","NULL","3.63","2023-09-28","NULL","NULL","3336","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"67","1045","NULL","NULL","4.15","2023-09-28","NULL","NULL","3336","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"68","1046","NULL","NULL","3.5","2023-09-28","NULL","NULL","3336","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"69","1047","NULL","NULL","3.5","2023-09-28","NULL","NULL","3336","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"70","1049","NULL","NULL","4.5","2023-09-28","NULL","NULL","3336","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"71","1050","NULL","NULL","3.82","2023-09-28","NULL","NULL","3336","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"72","1051","NULL","NULL","3.88","2023-09-28","NULL","NULL","3336","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"73","1048","NULL","NULL","1.9","2023-09-28","NULL","NULL","3336","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"74","1052","NULL","NULL","4.25","2023-09-28","NULL","NULL","3336","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"75","1218","NULL","NULL","2.2","2023-09-28","NULL","NULL","3336","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"76","1054","NULL","NULL","2.25","2023-09-28","NULL","NULL","3337","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"77","1055","NULL","NULL","1.83","2023-09-28","NULL","NULL","3337","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"78","1056","NULL","NULL","1.6","2023-09-28","NULL","NULL","3337","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"79","1057","NULL","NULL","2.41","2023-09-28","NULL","NULL","3337","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"80","1058","NULL","NULL","4.65","2023-09-28","NULL","NULL","3337","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"81","1059","NULL","NULL","2.13","2023-09-28","NULL","NULL","3337","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"82","1060","NULL","NULL","3.32","2023-09-28","NULL","NULL","3337","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"83","1061","NULL","NULL","0.8","2023-09-28","NULL","NULL","3337","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"84","1062","NULL","NULL","3.65","2023-09-28","NULL","NULL","3337","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"85","1063","NULL","NULL","1.7","2023-09-28","NULL","NULL","3337","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"86","1064","NULL","NULL","2.32","2023-09-28","NULL","NULL","3337","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"87","1065","NULL","NULL","0.7","2023-09-28","NULL","NULL","3337","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"88","1066","NULL","NULL","3.3","2023-09-28","NULL","NULL","3337","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"89","1067","NULL","NULL","0.83","2023-09-28","NULL","NULL","3338","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"90","1068","NULL","NULL","2.25","2023-09-28","NULL","NULL","3338","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"91","1070","NULL","NULL","1.5","2023-09-28","NULL","NULL","3339","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"92","1155","NULL","NULL","5.0","2023-09-28","NULL","NULL","3432","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"93","1024","NULL","NULL","1.66","2023-09-28","NULL","NULL","3325","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"94","1025","NULL","NULL","2.99","2023-09-28","NULL","NULL","3325","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"95","1027","NULL","NULL","1.5","2023-09-28","NULL","NULL","3326","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"96","1028","NULL","NULL","1.5","2023-09-28","NULL","NULL","3327","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"97","1029","NULL","NULL","2.49","2023-09-28","NULL","NULL","3327","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"98","1030","NULL","NULL","3.5","2023-09-28","NULL","NULL","3327","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"99","1031","NULL","NULL","3.3","2023-09-28","NULL","NULL","3327","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"100","1032","NULL","NULL","3.75","2023-09-28","NULL","NULL","3328","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"101","1034","NULL","NULL","2.5","2023-09-28","NULL","NULL","3330","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"102","1035","NULL","NULL","2.5","2023-09-28","NULL","NULL","3331","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"103","1036","NULL","NULL","2.5","2023-09-28","NULL","NULL","3332","231","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"104","1507","NULL","NULL","60.0","2023-09-28","NULL","NULL","3711","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"105","1508","NULL","NULL","20.0","2023-09-28","NULL","NULL","3712","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"106","1509","NULL","NULL","40.0","2023-09-28","NULL","NULL","3712","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"107","1510","NULL","NULL","70.0","2023-09-28","NULL","NULL","3713","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"108","1511","NULL","NULL","68.0","2023-09-28","NULL","NULL","3713","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"109","1512","NULL","NULL","60.0","2023-09-28","NULL","NULL","3715","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"110","1513","NULL","NULL","80.0","2023-09-28","NULL","NULL","3715","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"111","1514","NULL","NULL","70.0","2023-09-28","NULL","NULL","3715","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"112","1515","NULL","NULL","80.0","2023-09-28","NULL","NULL","3715","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"113","1516","NULL","NULL","70.0","2023-09-28","NULL","NULL","3715","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"114","1517","NULL","NULL","100.0","2023-09-28","NULL","NULL","3716","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"115","1518","NULL","NULL","70.0","2023-09-28","NULL","NULL","3716","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"116","1520","NULL","NULL","100.0","2023-09-28","NULL","NULL","3717","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"117","1521","NULL","NULL","80.0","2023-09-28","NULL","NULL","3717","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"118","1522","NULL","NULL","50.0","2023-09-28","NULL","NULL","3717","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"119","1519","NULL","NULL","20.0","2023-09-28","NULL","NULL","3717","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"120","1523","NULL","NULL","70.0","2023-09-28","NULL","NULL","3718","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"121","1524","NULL","NULL","80.0","2023-09-28","NULL","NULL","3718","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"122","1525","NULL","NULL","14.0","2023-09-28","NULL","NULL","3718","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"123","1526","NULL","NULL","75.0","2023-09-28","NULL","NULL","3718","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"124","1527","NULL","NULL","80.0","2023-09-28","NULL","NULL","3718","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"125","1528","NULL","NULL","80.0","2023-09-28","NULL","NULL","3718","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"126","1529","NULL","NULL","70.0","2023-09-28","NULL","NULL","3718","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"127","1530","NULL","NULL","60.0","2023-09-28","NULL","NULL","3718","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"128","1531","NULL","NULL","90.0","2023-09-28","NULL","NULL","3718","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"129","1533","NULL","NULL","80.0","2023-09-28","NULL","NULL","3719","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"130","1534","NULL","NULL","60.0","2023-09-28","NULL","NULL","3719","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"131","1535","NULL","NULL","90.0","2023-09-28","NULL","NULL","3719","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"132","1532","NULL","NULL","100.0","2023-09-28","NULL","NULL","3719","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"133","1536","NULL","NULL","80.0","2023-09-28","NULL","NULL","3721","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"134","1537","NULL","NULL","80.0","2023-09-28","NULL","NULL","3721","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"135","1538","NULL","NULL","90.0","2023-09-28","NULL","NULL","3721","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"136","1539","NULL","NULL","60.0","2023-09-28","NULL","NULL","3721","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"137","1540","NULL","NULL","80.0","2023-09-28","NULL","NULL","3722","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"138","1541","NULL","NULL","70.0","2023-09-28","NULL","NULL","3722","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"139","1542","NULL","NULL","60.0","2023-09-28","NULL","NULL","3722","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"140","1543","NULL","NULL","80.0","2023-09-28","NULL","NULL","3723","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"141","1544","NULL","NULL","90.0","2023-09-28","NULL","NULL","3723","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"142","1545","NULL","NULL","70.0","2023-09-28","NULL","NULL","3723","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"143","1546","NULL","NULL","90.0","2023-09-28","NULL","NULL","3723","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"144","1547","NULL","NULL","70.0","2023-09-28","NULL","NULL","3723","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"145","1548","NULL","NULL","60.0","2023-09-28","NULL","NULL","3723","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"146","1549","NULL","NULL","80.0","2023-09-28","NULL","NULL","3724","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"147","1552","NULL","NULL","70.0","2023-09-28","NULL","NULL","3726","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"148","1550","NULL","NULL","70.0","2023-09-28","NULL","NULL","3727","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"149","1553","NULL","NULL","90.0","2023-09-28","NULL","NULL","3728","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"150","1551","NULL","NULL","80.0","2023-09-28","NULL","NULL","3728","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"151","1554","NULL","NULL","80.0","2023-09-28","NULL","NULL","3729","235","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"152","684","NULL","NULL","4.0","2023-09-28","NULL","NULL","207","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"153","685","NULL","NULL","2.0","2023-09-28","NULL","NULL","207","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"154","686","NULL","NULL","3.0","2023-09-28","NULL","NULL","207","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"155","687","NULL","NULL","3.0","2023-09-28","NULL","NULL","207","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"156","688","NULL","NULL","4.0","2023-09-28","NULL","NULL","207","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"157","689","NULL","NULL","3.0","2023-09-28","NULL","NULL","207","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"158","690","NULL","NULL","3.0","2023-09-28","NULL","NULL","207","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"159","691","NULL","NULL","3.0","2023-09-28","NULL","NULL","207","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"160","692","NULL","NULL","5.0","2023-09-28","NULL","NULL","207","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"161","693","NULL","NULL","3.0","2023-09-28","NULL","NULL","207","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"162","696","NULL","NULL","3.4","2023-09-28","NULL","NULL","208","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"163","697","NULL","NULL","3.4","2023-09-28","NULL","NULL","208","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"164","698","NULL","NULL","3.8","2023-09-28","NULL","NULL","208","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"165","699","NULL","NULL","4.2","2023-09-28","NULL","NULL","208","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"166","694","NULL","NULL","3.4","2023-09-28","NULL","NULL","208","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"167","695","NULL","NULL","2.6","2023-09-28","NULL","NULL","208","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"168","700","NULL","NULL","4.0","2023-09-28","NULL","NULL","208","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"169","701","NULL","NULL","3.5","2023-09-28","NULL","NULL","208","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"170","702","NULL","NULL","3.5","2023-09-28","NULL","NULL","208","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"171","703","NULL","NULL","4.5","2023-09-28","NULL","NULL","208","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"172","704","NULL","NULL","4.5","2023-09-28","NULL","NULL","209","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"173","705","NULL","NULL","3.5","2023-09-28","NULL","NULL","209","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"174","706","NULL","NULL","4.0","2023-09-28","NULL","NULL","209","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"175","707","NULL","NULL","4.33","2023-09-28","NULL","NULL","209","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"176","708","NULL","NULL","3.0","2023-09-28","NULL","NULL","209","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"177","709","NULL","NULL","3.0","2023-09-28","NULL","NULL","209","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"178","710","NULL","NULL","3.0","2023-09-28","NULL","NULL","209","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"179","711","NULL","NULL","4.33","2023-09-28","NULL","NULL","209","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"180","712","NULL","NULL","3.67","2023-09-28","NULL","NULL","209","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"181","713","NULL","NULL","3.67","2023-09-28","NULL","NULL","209","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"182","714","NULL","NULL","2.0","2023-09-28","NULL","NULL","210","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"183","715","NULL","NULL","3.0","2023-09-28","NULL","NULL","210","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"184","716","NULL","NULL","3.0","2023-09-28","NULL","NULL","210","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"185","717","NULL","NULL","3.0","2023-09-28","NULL","NULL","210","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"186","718","NULL","NULL","3.0","2023-09-28","NULL","NULL","210","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"187","719","NULL","NULL","3.0","2023-09-28","NULL","NULL","210","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"188","720","NULL","NULL","3.0","2023-09-28","NULL","NULL","210","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"189","721","NULL","NULL","3.0","2023-09-28","NULL","NULL","210","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"190","722","NULL","NULL","3.0","2023-09-28","NULL","NULL","210","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"191","723","NULL","NULL","5.0","2023-09-28","NULL","NULL","210","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"192","724","NULL","NULL","3.0","2023-09-28","NULL","NULL","211","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
